	TBE07Jun07	TBE13Jun07	TBE27Jun07	TBE02Jul07	TBE12Jul07	TBE25Jul07	TBE31Jul07	TBE09Aug07	TBE20Aug07	TBE27Aug07	TBE17Sep07	TBE01Oct07	TBE16Oct07	TBE05Nov07	TBE14Nov07	TBE30Apr08	TBE22May08	TBE29May08	TBE13Jun08	TBE24Jun08	TBE01Jul08	TBE08Jul08	TBE15Jul08	TBE22Jul08	TBE29Jul08	TBE05Aug08	TBE12Aug08	TBE19Aug08	TBE25Aug08	TBE09Sep08	TBE20Sep08	TBE04Oct08	TBE23Oct08	TBE29May09	TBE03Jun09	TBE08Jun09	TBE23Jun09	TBE29Jun09	TBE07Jul09	TBE13Jul09	TBE21Jul09	TBE27Jul09	TBE03Aug09	TBE11Aug09	TBE18Aug09
TE01196|TBL_comb48_EPIDRAFT_1006586	3.06652	2.5165	6.5053	10.1965	10.2406	0.520932	0.355185	6.06949	4.26521	5.14568	5.17662	0.516578	2.17875	7.06603	20.6392	1.69224	0.42822	0	2.28515	3.66099	5.84886	0.489793	6.94598	0.132842	27.1903	6.81287	1.21528	4.23395	10.7845	3.43719	3.51849	2.15718	16.8865	0.581966	1.82021	0.0595915	3.9882	4.38491	4.25449	2.45868	0.28543	0.184601	0.170014	0.387364	0.589704
TE01196|TBL_comb48_EPIDRAFT_1006675	2.42837	2.52385	5.19492	9.2795	8.99675	0.618576	0.280921	4.8135	3.53866	4.24853	4.11845	0.461289	1.56608	8.22781	20.2906	2.46522	0.616398	0	3.01946	3.36575	5.25976	0.951503	6.44115	0.186435	25.8566	6.60829	1.42195	4.82122	9.65897	4.44653	4.19486	2.44675	16.8979	0.725077	1.5434	0.184031	2.82462	3.57879	2.88232	1.45682	0.196876	0.0301298	0.386103	0.258824	0.464584
TE01196|TBL_comb48_EPIDRAFT_1006733	2.55683	2.31863	5.94981	9.8715	9.56042	0.417783	0.316485	4.93503	4.06487	5.53915	4.70586	0.760161	1.78985	7.84194	20.8212	2.1121	0.358123	0	2.39842	3.32586	5.97865	0.744077	6.15802	0.359813	26.9635	6.15982	1.48134	4.10268	10.7639	4.76705	3.07292	2.93055	18.131	0.993771	1.67618	0.0904554	3.54916	5.21738	3.88956	2.10803	0.139701	0.026733	0.186333	0.222049	0.295115
TE01196|TBL_comb48_EPIDRAFT_1006762	2.74638	1.74551	4.38475	7.93409	8.64731	0.448244	0.281304	4.96868	3.66604	4.96806	4.01244	0.587494	1.60559	6.82187	19.358	1.66921	0.371111	0	1.76156	3.49336	4.90986	0.688858	5.39991	0.396221	20.5018	4.35762	1.02385	4.19732	9.37365	3.67397	2.89142	2.04465	12.2596	0.66776	1.67203	0.0450352	3.09265	3.67135	2.99656	1.79647	0.226486	0.0860215	0.175121	0.337393	0.528935
TE01196|TBL_comb48_EPIDRAFT_1006771	2.61411	1.71862	4.47428	9.0186	8.34213	0.458366	0.661414	5.10884	3.59107	4.98301	3.72218	0.450739	1.63705	6.42344	18.5207	1.69069	0.285625	0	2.46751	2.50539	5.05956	0.542611	5.69213	0.234412	16.6831	3.13224	1.03822	3.36429	9.16357	3.94791	2.34094	1.60631	12.1468	0.86174	2.13828	0.119387	3.66755	4.57304	4.1508	2.06419	0.202123	0.0314985	0.237701	0.242618	0.499922
TE01196|TBL_comb48_EPIDRAFT_1006778	2.37204	2.59118	5.58605	10.8577	10.6391	0.680369	0.546519	5.39345	4.76608	5.11868	3.92946	0.608533	2.51062	8.37024	22.2626	1.83318	0.557433	0.0285136	2.70471	3.78424	7.37191	0.771277	6.42795	0.112883	28.0933	7.76882	1.45303	5.08417	12.6818	4.20784	3.70566	3.19225	18.4212	1.11566	1.46432	0.219474	4.33885	5.11816	5.32942	2.36953	0.320737	0.0647426	0.251563	0.320256	0.963929
TE01196|TBL_comb48_EPIDRAFT_1006825	2.43942	2.63823	5.51414	9.29585	8.91256	0.467504	0.216212	4.93231	3.59693	4.18985	3.97889	0.987645	1.80901	7.13488	18.8007	1.06599	0.325841	0	1.45208	3.37107	6.39145	0.704588	5.6532	0.295854	26.4348	7.08378	0.918809	4.06619	9.967	4.39453	4.00565	3.23752	16.522	0.614914	1.49308	0.0416667	3.44793	4.34867	3.99309	2.56576	0.151349	0.0618928	0.091494	0.376766	0.802854
TE01196|TBL_comb48_EPIDRAFT_1006907	3.0259	2.50539	4.43294	9.89401	9.93697	0.582357	0.52515	5.90278	4.68892	5.31195	4.47586	0.631429	2.50364	8.06013	21.022	1.62223	0.634317	0	2.39731	3.65098	6.36609	0.846861	6.81163	0.364544	28.9771	7.19563	1.48387	3.3288	10.1852	4.2418	3.29984	2.34907	17.5177	0.770352	1.88265	0.106758	3.62136	5.19671	3.46895	2.74208	0.311551	0	0	0.427146	0.512342
TE01196|TBL_comb48_EPIDRAFT_1007010	3.25247	1.988	6.96704	10.8382	10.3827	0.40601	0.339719	4.73117	4.02204	5.46603	3.68169	0.746815	1.49377	7.9358	21.4086	1.59512	0.435019	0	1.99904	3.28542	6.016	0.8824	6.01802	0.363128	27.7285	6.56741	1.9076	4.37049	11.1426	4.33821	3.87812	2.23657	19.2262	0.733696	2.43726	0	3.03625	4.66272	3.11145	1.78156	0.160172	0.16656	0.280441	0.337116	0.516289
TE01196|TBL_comb48_EPIDRAFT_1007108	2.37806	1.83511	5.18613	8.28022	7.48982	0.464297	0.299613	4.00258	3.143	4.93407	3.56115	0.722884	1.52826	7.32263	18.1896	1.59645	0.273213	0	2.05849	2.90385	4.84627	0.663325	5.63862	0.40724	21.7396	6.69809	1.42952	4.09797	9.19211	3.43199	3.57727	2.29887	15.5141	0.670921	1.78971	0.110518	2.43802	3.39451	2.66823	1.89115	0.193189	0.0773944	0	0.647173	0.495642
TE01196|TBL_comb48_EPIDRAFT_1007165	2.57603	2.60767	5.81141	10.0031	8.66104	0.319961	0.387348	4.94278	4.52328	5.91249	4.73095	0.630319	2.43384	7.93185	20.3646	1.45857	0.436494	0	2.37048	3.33323	6.43524	0.511136	5.98396	0.445654	26.2407	6.97484	1.04281	3.8908	10.8278	4.21868	3.68292	2.79925	18.6324	0.507877	1.47683	0.131284	3.00584	3.89784	4.39773	1.81214	0.373033	0.158859	0.190615	0.351145	0.619179
TE01196|TBL_comb48_EPIDRAFT_1007249	2.53002	1.70776	4.49476	7.27561	7.39038	0.701407	0.237255	4.10304	4.22802	5.50392	4.35561	0.498533	1.82565	6.0845	21.2053	1.89856	0.278342	0.0300065	2.15519	3.3707	5.83448	0.863086	5.37839	0.35892	22.643	4.48692	1.57138	3.856	10.8906	3.9212	3.06794	2.38204	14.2541	0.932264	1.47379	0.0403147	3.31824	3.93488	3.83961	2.12398	0.276888	0.0937296	0.168466	0.290412	0.511278
TE01196|TBL_comb48_EPIDRAFT_1007421	2.42326	2.72007	5.81676	11.4998	9.91113	0.395407	0.514044	5.42219	3.6005	6.01577	4.26372	0.845516	1.89286	7.48196	20.3058	1.56953	0.587902	0	1.80747	3.34809	5.85878	0.63285	6.55338	0.453637	24.415	7.05056	1.15152	4.06983	10.3033	3.80593	3.35004	2.50508	18.8077	0.815111	1.75787	0.0298383	3.70141	4.55117	4.07558	3.01298	0.0598504	0.085534	0.202129	0.401564	0.645054
TE01196|TBL_comb48_EPIDRAFT_1007444	2.16154	1.96961	4.86471	7.47371	7.29851	0.218588	0.347109	3.75287	3.71195	4.69752	4.62423	0.718631	1.99299	8.1757	18.6565	1.99367	0.548037	0	2.11266	3.42814	4.80514	0.48789	5.82787	0.374729	25.6621	6.13974	0.754123	4.8183	10.0702	4.28159	3.50075	2.76022	15.4577	0.581679	1.34586	0.0399465	3.28588	3.56516	3.2689	1.7201	0.175863	0.134055	0.137114	0.183714	0.487081
TE01196|TBL_comb48_EPIDRAFT_1007511	2.54986	2.32986	5.43328	9.16395	10.1905	0.653219	0.459795	5.20617	4.43929	6.07127	4.03449	0.88515	2.0694	7.83308	20.1057	1.80601	0.209224	0	2.00855	2.68875	6.4688	0.74003	6.38219	0.475534	24.2996	5.81388	1.41567	4.18086	10.2216	4.87757	3.19108	2.44276	16.4557	0.998991	1.69365	0.0303081	3.25474	4.902	3.48445	2.06251	0.309824	0.0456299	0.184171	0.426626	0.672376
TE01196|TBL_comb48_EPIDRAFT_1007580	2.20057	2.31104	5.16057	8.05941	8.78477	0.359222	0.371578	4.16616	2.99206	4.52954	3.33569	0.973037	2.04212	6.5693	18.5222	1.48733	0.329549	0	1.81623	3.22918	4.37978	0.449695	5.15834	0.315504	23.5794	6.03669	1.13226	3.78854	8.48476	3.47946	2.96766	2.32487	15.2286	0.524535	1.78295	0.0355932	3.32302	3.75922	3.57092	1.60961	0.169709	0.0601148	0.301928	0.261252	0.423259
TE01196|TBL_comb48_EPIDRAFT_1007827	2.81818	2.71411	5.93504	10.1412	11.4525	0.449213	0.379644	5.76861	4.48522	6.16675	3.99259	0.726693	1.70351	8.88764	21.2901	2.48955	0.400624	0	2.65884	3.4736	5.7555	0.427507	6.65855	0.345854	23.4863	6.29068	1.44688	4.09991	11.6814	4.78155	2.81506	3.32255	18.2078	0.699775	1.57564	0.100191	2.96595	4.30611	3.88264	2.30202	0.160069	0.0136419	0.142536	0.331718	0.447537
TE01196|TBL_comb48_EPIDRAFT_1008055	2.21653	1.91577	4.65819	6.99064	7.59696	0.238221	0.180264	2.94982	3.25754	4.02042	3.12001	0.60868	1.4103	5.47083	15.6842	1.36428	0.418272	0	1.776	3.73063	4.42151	0.863452	5.16124	0.345455	20.5561	5.32834	0.901885	3.05429	7.99611	3.9577	3.6207	2.16128	13.1939	0.865714	1.25923	0.0638147	2.51807	3.32804	3.45384	2.25931	0.236735	0.0737806	0.296525	0.402859	0.538868
TE01196|TBL_comb48_EPIDRAFT_1008134	2.983	2.52436	5.83778	10.6477	11.3806	0.556859	0.201916	6.29823	4.75506	5.36636	4.35315	0.401274	1.80515	7.66028	20.056	1.48492	0.500712	0	1.84957	3.3219	5.85935	0.713981	6.38302	0.263953	28.1383	7.16122	1.39198	4.66258	12.2348	3.82025	3.38585	3.01741	16.4351	0.842218	1.43327	0.209149	3.7934	5.07854	3.81301	2.38508	0.198261	0.045922	0.215631	0.210021	0.492723
TE01196|TBL_comb48_EPIDRAFT_1008198	3.16634	2.92294	7.02486	11.8011	12.0268	0.978381	0.348439	6.99608	4.91879	5.76207	5.05355	0.689735	2.25362	9.97127	24.0802	1.89317	0.467883	0.0443297	2.93141	3.80107	6.4216	1.03935	7.36179	0.387489	31.7691	8.83556	1.61709	5.81492	12.8437	4.85818	3.8904	3.0645	21.0375	1.29641	2.89837	0.184894	4.0821	5.51939	4.3975	2.7037	0.248974	0.160813	0.249866	0.277649	0.490987
TE01196|TBL_comb48_EPIDRAFT_1008302	2.90036	1.84661	7.65218	8.60054	9.21938	0.461455	0.446043	3.85999	3.41418	3.977	3.39527	0.414275	1.46597	5.7276	19.4179	1.46386	0.55285	0	1.7694	3.13261	4.69521	0.68049	5.30543	0.199459	21.803	6.15443	1.1406	4.09302	10.6899	3.82372	4.34607	2.53278	16.0908	0.891751	0.775253	0.0656803	2.1425	3.95569	2.35748	1.78412	0.1371	0.00233645	0.267375	0.252522	0.388809
TE01196|TBL_comb48_EPIDRAFT_1008421	2.31539	2.49136	5.49754	7.97799	9.59465	0.499364	0.356455	4.23916	4.26721	4.94885	4.0746	0.599131	1.98873	9.5248	20.6081	1.87638	0.368603	0	2.35848	3.38294	5.81074	0.921901	5.74388	0.167364	25.6385	5.02689	1.56562	4.14569	10.4835	4.61042	3.899	2.56701	18.206	0.450991	1.67638	0.258881	2.98347	4.8667	3.69383	2.2974	0.173479	0.0440936	0.215961	0.214584	0.500636
TE01196|TBL_comb48_EPIDRAFT_1008480	4.16057	2.71577	6.31925	10.6031	9.86795	0.447854	0.304213	6.37762	5.17552	6.89889	5.31933	0.749409	2.57897	8.6143	24.8533	2.38724	0.660143	0	2.59953	4.48474	7.84701	1.05303	6.55657	0.297278	27.6257	7.40756	1.50027	4.92757	11.6749	4.28719	4.10473	3.29973	20.1972	1.04311	1.80501	0.14968	4.29575	4.83763	4.51855	2.30163	0.271666	0.037361	0.164141	0.366575	0.503923
TE01196|TBL_comb48_EPIDRAFT_1008539	2.37045	1.40701	4.25106	8.9209	8.39277	0.322326	0.250962	4.81091	3.59227	4.45892	4.44018	0.440183	1.38456	6.56203	18.4485	1.34682	0.238288	0	1.51985	2.62745	4.8412	0.894766	5.51693	0.178014	20.0412	5.01302	1.35213	3.03024	9.53609	3.70571	2.92675	1.71712	13.5155	0.736195	1.57854	0.0656129	3.24134	4.11154	2.80088	2.37741	0.207806	0.0466776	0.0817898	0.245093	0.50284
TE01196|TBL_comb48_EPIDRAFT_1008732	3.47305	3.61945	7.73338	12.2909	11.7809	0.52928	0.364618	4.66896	4.93927	6.42504	5.13294	0.677312	2.65436	8.36811	21.9522	1.94918	0.395405	0.0483092	3.10543	3.73881	6.36805	1.03417	6.58966	0.396455	28.3616	8.39079	1.71966	5.24925	13.3187	4.77522	3.94961	3.08971	19.7193	0.674935	2.27344	0.119021	4.45604	4.6063	5.03321	2.96924	0.223361	0.111649	0.176361	0.427825	0.682936
TE01196|TBL_comb48_EPIDRAFT_1008993	2.92175	2.52069	5.72467	10.772	9.68191	0.454927	0.537964	5.32725	4.0415	5.53716	4.52362	0.683931	1.65346	7.49343	19.4995	1.47765	0.445505	0	2.26126	3.24976	6.19741	0.868346	5.81696	0.309438	28.0209	6.74557	1.09625	4.05787	11.4741	3.64393	3.56628	2.48104	16.592	0.459501	1.56118	0.103876	3.99143	4.38975	2.92736	2.08859	0.31068	0.149458	0.146123	0.397751	0.399581
TE01196|TBL_comb48_EPIDRAFT_1009069	1.7512	2.09391	5.09952	9.83087	8.49856	0.449242	0.346618	4.63469	4.10159	4.50411	3.20649	0.554537	1.35584	6.88384	17.2952	1.45604	0.561022	0	1.9669	3.42331	4.74438	0.697983	4.96708	0.258783	22.3441	6.32752	1.2578	4.24669	9.41825	3.66018	3.25178	2.58933	16.3313	1.21819	1.52796	0.186118	4.01476	4.30551	3.63505	2.29522	0.157753	0.0779246	0.20353	0.192286	0.530381
TE01196|TBL_comb48_EPIDRAFT_1009079	2.08706	2.13624	5.0371	8.90357	9.62481	0.554915	0.439801	4.77222	4.10146	5.13175	4.07645	0.46292	1.95605	8.40065	20.4627	1.34803	0.333077	0	1.84495	3.76258	6.58493	0.447328	6.72118	0.510757	28.1015	8.42038	1.50843	3.5374	11.3935	4.64128	4.04727	2.28648	18.5888	0.892665	1.57519	0.0319354	3.23686	4.20104	3.52632	1.80883	0.0650173	0.0555556	0.216699	0.28149	0.784427
TE01196|TBL_comb48_EPIDRAFT_1009130	2.65802	1.97646	4.2818	8.32382	8.37498	0.80509	0.213667	3.26736	3.65588	5.52701	4.03397	0.549223	2.56986	7.80763	20.9353	1.60323	0.249662	0	1.9014	3.66268	5.4179	0.550087	6.91982	0.421408	26.236	7.40628	1.30999	4.00578	10.2575	3.75158	4.09396	2.14575	18.6172	0.865433	1.65206	0.0409504	3.1063	4.16349	3.56162	1.83157	0.24456	0.310637	0.325689	0.119144	0.43289
TE01196|TBL_comb48_EPIDRAFT_1009198	2.63058	1.78781	4.9899	8.93674	9.47449	0.476625	0.328685	5.06387	4.04515	5.23003	4.02259	0.762502	2.08396	7.06317	18.9085	1.76689	0.626967	0.0357488	1.68904	3.16553	5.56572	0.72247	6.73883	0.225694	25.1705	6.55553	0.989545	5.05077	10.6421	4.68351	2.69831	1.82987	16.848	0.718526	1.63726	0.103596	3.13292	3.79302	3.6047	2.13496	0.339275	0.0443197	0.185767	0.386421	0.622554
TE01196|TBL_comb48_EPIDRAFT_1009329	2.63802	3.12537	6.15545	9.40577	10.0951	0.258773	0.471129	4.75944	3.84688	5.08974	4.56449	0.419122	1.93886	7.42393	20.8272	2.28938	0.644218	0	2.57925	3.56776	5.93977	0.686948	6.75308	0.364189	29.7755	7.89207	1.22618	3.96182	11.1814	4.09862	3.65862	2.87512	18.9633	0.728681	1.63028	0.0390886	3.00117	3.81278	4.65993	1.68391	0.368905	0.0770585	0.183617	0.274064	0.560407
TE01196|TBL_comb48_EPIDRAFT_1009534	2.02479	2.34734	3.28372	7.03185	7.00119	0.18209	0.182396	2.22633	3.12562	4.1532	3.45316	0.736383	1.16809	6.35003	18.2607	1.37577	0.435121	0	1.43801	3.522	4.86696	0.557681	5.4485	0.151901	24.7286	5.50686	1.04886	3.47943	8.66248	2.7092	3.30412	3.07542	14.0856	0.609154	1.3516	0.0534397	3.52554	4.46289	2.83376	1.97613	0.13556	0.160016	0.153173	0.395423	0.809978
TE01196|TBL_comb48_EPIDRAFT_1009639	2.64247	2.76722	5.83303	8.51315	8.9402	0.34718	0.625927	3.86286	4.1361	4.98719	3.73956	0.480927	2.11254	7.87573	17.1325	1.54416	0.311357	0.0465721	1.42048	3.157	5.17212	0.635122	5.07304	0.171853	24.5161	6.5753	1.3539	3.44117	9.48584	4.16078	3.01506	2.19185	15.858	0.784869	1.5803	0.0760105	2.49288	3.75537	3.48886	1.87763	0.17739	0.0836837	0.14343	0.520771	0.447585
TE01196|TBL_comb48_EPIDRAFT_1009703	2.19714	1.6078	4.99859	9.24379	9.53139	0.447204	0.391453	4.3434	3.42872	4.23676	4.53245	0.549126	1.9665	6.20448	18.7579	1.31614	0.344186	0	1.9672	3.19552	5.8725	0.571255	5.43849	0.281559	24.339	5.62901	1.20633	4.61	9.81221	4.58439	3.61427	3.02907	16.0719	0.93721	1.67179	0.124216	3.36156	4.41026	3.87295	1.75399	0.0848961	0.324874	0.210293	0.428831	0.540028
TE01196|TBL_comb48_EPIDRAFT_1009922	2.68426	2.45098	5.79251	9.737	8.36229	0.524338	0.400656	5.37574	3.39959	4.95699	4.44063	0.791335	2.03346	7.5159	22.7992	1.98155	0.739971	0	2.4086	3.32032	6.26598	0.590582	6.48556	0.335114	31.446	8.00287	1.1238	4.24944	10.8445	3.65626	3.65591	3.01828	18.735	0.71678	1.96626	0.0617411	3.624	5.20251	3.41504	2.33792	0.0613333	0.189101	0.208992	0.410351	0.756718
TE01196|TBL_comb48_EPIDRAFT_1009961	2.66496	1.92865	4.33134	7.79571	7.62621	0.446322	0.246657	3.79938	3.9255	4.47298	3.8698	0.749436	1.07477	6.32538	17.1511	1.20687	0.277399	0.0254463	1.69357	2.38425	4.47164	0.523829	4.5375	0.421356	24.1562	6.34939	0.975735	2.72649	8.76336	3.01946	3.61745	2.57882	14.5515	0.604162	1.45676	0.0402643	3.66516	4.21389	3.18615	2.22019	0	0.0396711	0.0994851	0.311766	0.431364
TE01196|TBL_comb48_EPIDRAFT_1010111	1.77593	1.55356	4.43096	8.10186	7.54016	0.151262	0.314726	3.32466	3.29298	4.06595	3.34731	0.796554	1.41105	5.37133	13.005	1.16656	0.469801	0	1.46392	2.53162	3.75402	0.516816	5.13002	0.239407	19.5153	4.6675	0.891318	3.23442	6.8356	2.46154	2.63792	1.71375	13.0386	0.770499	1.37534	0.167468	2.67493	3.04027	2.84867	0.992492	0.0918941	0	0.17414	0.335072	0.369869
TE01196|TBL_comb48_EPIDRAFT_1010313	2.75422	2.3582	5.94805	8.70826	9.93541	0.479246	0.498309	5.31411	3.72737	5.00866	3.70712	0.837337	2.70406	7.8143	20.8394	1.5989	0.180526	0	1.48607	3.07903	6.62463	0.615776	5.7633	0.356356	22.0017	7.41303	1.41906	3.82191	9.86747	4.18035	3.6081	3.13299	18.8749	0.910419	1.58888	0.133065	3.25804	4.11584	3.93178	1.33362	0.227792	0.17237	0.197925	0.316815	0.219543
TE01196|TBL_comb48_EPIDRAFT_1010364	1.62699	2.28644	5.63807	9.05573	9.03934	0.396343	0.530673	4.3614	3.72138	5.37524	3.2454	0.888513	1.70244	7.42939	17.9429	1.3989	0.210224	0.033665	1.59652	3.21612	5.95574	0.85544	5.72652	0.339715	24.6314	7.95071	1.35476	4.25186	9.54631	4.34439	3.79017	2.6262	16.0043	0.911333	1.74633	0	3.87917	3.91792	3.311	1.75175	0.301975	0.0892895	0.351116	0.38805	0.486728
TE01196|TBL_comb48_EPIDRAFT_1010427	2.41532	1.68192	4.86035	8.9609	9.71508	0.470739	0.249467	4.5147	3.8974	4.18675	3.87888	0.657034	1.66097	7.7003	18.4465	1.987	0.388746	0	1.47957	3.43739	5.528	0.453165	5.52406	0.159829	23.2179	7.09283	1.3491	4.1346	10.3082	4.3941	2.86511	2.48056	15.6742	0.708031	1.33034	0.201199	3.13119	4.87399	3.38825	2.27711	0.107509	0.122284	0.0480359	0.22469	0.477602
TE01196|TBL_comb48_EPIDRAFT_1010687	2.44707	2.81691	4.0181	8.61852	7.11041	0.711455	0.187609	3.88792	3.28273	4.764	2.70624	0.427426	2.02242	5.73249	14.6235	1.0226	0.255454	0	1.84115	3.92288	4.85092	0.547754	4.29179	0.151198	19.7107	6.16014	1.02564	3.29034	8.21348	3.26698	2.95205	1.86215	12.7559	1.05902	1.6034	0.112833	2.4639	3.20579	2.52375	1.55725	0.167899	0	0.139965	0.419425	0.409526
TE01196|TBL_comb48_EPIDRAFT_1010715	2.31175	1.60402	4.86438	8.71482	9.20829	0.226608	0.219029	4.61257	3.66609	5.58513	4.15643	0.302452	1.49444	8.25964	19.1971	1.27269	0.268298	0	1.76527	2.80253	5.51037	0.698624	7.08067	0.355226	23.836	6.42166	1.12339	3.62557	9.77899	3.72503	2.54661	1.89989	14.547	0.762268	1.61678	0.311913	2.28926	2.85234	3.87912	1.84347	0.196471	0.121819	0.0837148	0.456707	0.492921
TE01196|TBL_comb48_EPIDRAFT_1010744	2.43513	2.0105	5.77987	10.1231	9.4281	0.31097	0.393761	5.59568	4.5993	5.57059	3.94717	0.678043	1.6564	7.98407	19.0153	1.32708	0.296629	0.0376414	1.69839	2.85133	5.49409	0.95186	6.46209	0.318102	24.0861	5.84891	1.53685	4.26691	10.5068	5.23643	3.08815	3.06731	15.3543	1.19908	1.95074	0.163601	3.94238	4.36801	3.30608	2.53757	0.196421	0.0619006	0.245085	0.332168	0.905718
TE01196|TBL_comb48_EPIDRAFT_1010842	2.33903	2.28037	3.56693	6.56313	5.55475	0.253958	0.104697	3.63158	3.57071	4.74529	3.83246	0.312117	1.51714	7.21871	15.4921	1.16498	0.295154	0	1.8716	2.39925	4.41087	0.596213	5.41407	0.0279366	23.7504	4.85018	1.01119	2.63527	7.7849	3.50961	2.34991	2.05167	13.5552	0.557828	1.3826	0.0976201	2.45455	2.63566	3.37703	1.96615	0.413922	0	0.0659341	0.127309	0.353096
TE01196|TBL_comb48_EPIDRAFT_1010953	2.83462	2.62697	4.07624	8.89563	7.87103	0.272142	0.26612	3.44986	2.69186	5.20536	3.80592	0.542062	1.3945	6.13944	16.2889	1.33887	0.4165	0	2.10971	2.50411	5.69296	0.306735	4.32397	0.152121	25.8995	7.43114	1.14064	3.72667	8.3014	3.84322	3.36036	2.93541	15.8731	0.542286	1.74427	0.107008	2.9581	3.83285	2.57584	1.94963	0.364886	0.000664158	0.197914	0.0319645	0.64509
TE01196|TBL_comb48_EPIDRAFT_1010970	2.89861	3.44783	6.25951	10.028	10.8197	0.459213	0.238518	5.07648	2.80222	4.86284	5.24961	0.766969	1.68807	8.20377	20.888	1.28011	0.672901	0	2.02547	4.0845	6.03137	0.947474	7.07556	0.305759	29.1182	8.98557	1.94544	4.05705	11.8266	4.70832	2.77842	2.60702	16.3815	0.50389	2.12158	0.0445534	3.48257	3.8673	5.02757	1.78694	0.277469	0.0516515	0.148634	0.373639	0.659046
TE01196|TBL_comb48_EPIDRAFT_1011060	2.56809	2.47592	6.24311	10.4793	11.1083	0.501007	0.119946	5.43807	4.09028	5.97859	4.85466	0.753394	2.20398	8.92089	20.4042	1.47265	0.171935	0	2.15764	3.35259	6.26383	0.476585	7.78541	0.474591	26.5657	8.10686	1.45858	4.45922	10.7027	4.34497	4.31221	3.24524	19.0506	0.644216	2.11231	0.0475443	3.11151	4.46677	3.94627	2.54619	0.243128	0.0571301	0.509506	0.279705	0.734302
TE01196|TBL_comb48_EPIDRAFT_1011093	2.48571	2.20355	5.16053	10.0561	9.99395	0.598431	0.698747	3.94477	4.76019	5.15378	4.52342	0.793711	1.85522	7.61218	19.2659	1.72125	0.620845	0	2.06926	3.60206	4.87141	0.41154	6.7747	0.244504	24.4213	6.71438	1.91655	3.80161	10.4396	3.93519	3.59852	3.06054	15.8211	0.741256	1.80189	0.0510112	3.21026	4.52466	3.27367	2.06253	0.475146	0.0319767	0.146123	0.215247	0.551052
TE01196|TBL_comb48_EPIDRAFT_1011115	2.5076	1.86427	5.97257	8.40633	9.20364	0.527616	0.184446	4.39252	3.70202	5.93465	4.48839	0.798347	2.27558	7.53274	21.0099	1.16689	0.220198	0	2.28098	3.19429	5.52742	0.869604	6.1325	0.268419	23.7159	6.88111	1.41935	3.42691	9.23134	3.97971	2.76697	2.9194	16.4461	0.535698	1.33603	0	3.30314	3.74495	3.55391	3.01145	0.180942	0.235334	0.196589	0.126852	0.630493
TE01196|TBL_comb48_EPIDRAFT_1011367	2.67351	2.59074	5.33723	10.3397	10.2672	0.353022	0.298903	4.94932	3.74531	6.14286	4.30168	0.57286	1.74943	7.6374	20.4661	2.246	0.315596	0	2.02418	3.41869	6.74106	0.492435	6.90324	0.548557	26.7689	6.74931	1.50594	4.54321	10.4289	3.84561	4.31577	3.10531	17.8462	0.45696	2.06697	0.093162	3.03818	4.19826	2.74691	2.21121	0.326475	0.0856164	0.294737	0.625458	0.293553
TE01196|TBL_comb48_EPIDRAFT_1011434	2.81987	2.3476	4.9397	8.55093	9.04022	0.46564	0.0947465	4.66445	3.91806	4.84765	5.272	0.5632	1.78107	9.29424	19.1027	1.18344	0.212296	0	1.73254	3.67188	3.46837	0.663751	4.89782	0.425155	25.3841	6.96188	1.13827	3.13312	8.65293	4.11207	2.53646	2.74787	17.6793	0.598253	1.65416	0.0387008	3.30778	4.30499	2.83238	1.67471	0.1423	0.148522	0.093269	0.539646	0.330732
TE01196|TBL_comb48_EPIDRAFT_1011480	2.04202	1.9393	6.15608	8.71442	9.54277	0.575052	0.145224	4.98528	2.91158	6.47231	4.26508	0.54139	2.22747	6.87866	20.9159	1.17069	0.184107	0	2.02136	3.29043	6.49319	0.442854	4.60952	0.339792	26.9165	7.16909	1.48493	3.63343	9.858	3.89375	3.25179	2.64192	17.8091	1.02951	1.55001	0.107003	3.88833	4.17385	3.62584	2.59806	0.242459	0.0538055	0.208112	0.389901	0.509095
TE01196|TBL_comb48_EPIDRAFT_1011546	2.503	2.54659	5.76415	10.3633	9.59217	0.319592	0.37055	4.80531	4.6235	4.96491	4.48825	0.710732	1.9588	6.86818	19.607	1.14025	0.268678	0.0260489	1.66705	3.40616	5.09434	0.746985	5.67267	0.38392	28.0774	7.5317	1.38216	3.80643	9.46197	3.83832	2.71604	3.04794	18.5299	0.796434	1.38237	0.0519963	3.08395	3.14173	4.29263	1.68218	0.209528	0	0.359028	0.443724	0.593432
TE01196|TBL_comb48_EPIDRAFT_1011758	2.71756	2.62256	6.24171	9.43575	10.1529	0.552712	0.254746	5.79373	4.11301	5.86731	4.47257	0.733364	1.74701	8.21336	19.4695	1.24221	0.371912	0	1.76468	2.78811	6.37861	0.316953	5.95624	0.197557	26.2875	7.07671	1.59499	3.28816	10.2328	4.00233	3.64512	2.5297	17.9098	0.980512	1.79793	0.130854	3.49449	4.2571	3.83697	1.53767	0.139742	0.208148	0.159587	0.377788	0.68136
