	TBE07Jun07	TBE13Jun07	TBE27Jun07	TBE02Jul07	TBE12Jul07	TBE25Jul07	TBE31Jul07	TBE09Aug07	TBE20Aug07	TBE27Aug07	TBE17Sep07	TBE01Oct07	TBE16Oct07	TBE05Nov07	TBE14Nov07	TBE30Apr08	TBE22May08	TBE29May08	TBE13Jun08	TBE24Jun08	TBE01Jul08	TBE08Jul08	TBE15Jul08	TBE22Jul08	TBE29Jul08	TBE05Aug08	TBE12Aug08	TBE19Aug08	TBE25Aug08	TBE09Sep08	TBE20Sep08	TBE04Oct08	TBE23Oct08	TBE29May09	TBE03Jun09	TBE08Jun09	TBE23Jun09	TBE29Jun09	TBE07Jul09	TBE13Jul09	TBE21Jul09	TBE27Jul09	TBE03Aug09	TBE11Aug09	TBE18Aug09
TE06658|TBL_comb48_EPIDRAFT_1008962	0	0	2.84193	4.32464	4.99563	0.3502	0.262488	0.88252	0.834315	3.54335	2.27324	0.536073	0.156684	0.166065	0.165555	0	0	0	0	0	0	0	0	0	1.59271	0.827029	0.0956901	0.140794	0.875262	1.21468	0.839711	0.245197	0.260232	0.0475556	0.0567727	0	0.412502	3.61803	1.29629	1.80871	0.103743	0	0.263358	0.717139	1.45164
TE06658|TBL_comb48_EPIDRAFT_1009103	0	0	3.5026	3.96153	4.97827	0.389733	0.198119	1.05563	0.506242	3.36606	2.53091	0.570718	0.226023	0.502017	0	0	0	0	0	0	0	0	0	0	1.629	1.30644	0.0495107	0.210678	1.12454	1.33588	0.546662	0.172275	0.254378	0	0	0	0.79758	4.36032	2.05713	2.72112	0.382178	0.0920775	0.526619	0.633532	0.793163
TE06658|TBL_comb48_EPIDRAFT_1009176	0.0312681	0	3.07563	4.76691	5.63025	0.270579	0.293367	0.932174	0.80828	3.58683	1.97166	0.202429	0.339206	0.286709	0.125509	0	0	0	0	0	0	0	0	0	1.67923	1.54635	0.0842838	0.126717	1.17491	1.69112	0.53867	0.365098	0.11572	0	0.042871	0	0.618108	2.48344	1.08506	1.85189	0.360031	0.13314	0.442401	0.526051	0.881408
TE06658|TBL_comb48_EPIDRAFT_1009822	0.0405762	0	3.28094	4.43817	5.41987	0.333741	0.319577	1.21044	0.290421	2.33259	2.38602	0.538804	0.147771	0.457393	0	0	0	0	0	0	0	0	0.0156345	0	1.43348	1.19471	0.0520219	0.284726	0.934149	1.30965	0.511922	0.409896	0.210312	0	0	0	0.550336	2.37467	1.13485	1.78404	0.274761	0	0.610218	0.954592	1.06244
TE06658|TBL_comb48_EPIDRAFT_1010240	0	0	2.86301	4.85176	5.01726	0.191118	0.452826	0.790048	0.540677	3.25331	2.37361	0.556859	0.0877341	0.315115	0.15876	0	0	0	0	0	0	0	0	0.0456938	1.3987	1.36046	0.0512497	0.273492	0.908535	1.44614	0.352644	0.340349	0.207499	0.0503052	0	0	0.778432	4.0381	0.987366	2.35935	0.423376	0.0350619	0.346939	0.55441	0.920328
TE06658|TBL_comb48_EPIDRAFT_1010352	0	0	3.41004	4.1751	4.81138	0.202421	0.194869	1.72966	0.406449	2.55951	2.85841	0.743872	0.26879	0.27535	0.102128	0	0	0	0	0	0	0	0	0	1.6589	1.28014	0.103434	0.298685	1.03105	1.59308	0.441752	0.36746	0.197491	0.0484282	0	0	0.777683	3.46835	1.13621	1.9327	0.351082	0.076483	0.596815	0.405692	1.16228
TE06658|TBL_comb48_EPIDRAFT_1010411	0	0	3.66966	5.01472	5.42802	0.507571	0.140728	0.964901	0.41853	3.68765	2.27902	0.460641	0.43722	0.329286	0.0724204	0	0.0314035	0	0	0	0	0	0.0525197	0	1.37566	1.52632	0.0587359	0.417678	0.874226	1.07035	0.654429	0.365963	0.223906	0	0.0352489	0	0.809798	3.2363	1.40218	1.84289	0.086688	0.115295	0.469623	0.610365	1.08392
TE06658|TBL_comb48_EPIDRAFT_1010901	0.0239877	0	2.96062	4.92042	4.9905	0.216748	0.205779	1.49669	0.585834	3.65374	2.96571	0.721758	0.152385	0.296558	0.0858787	0	0.0500221	0	0	0	0	0	0.0610132	0	1.44954	1.45695	0.377205	0.149603	1.11372	0.747147	0.533613	0.333628	0.093985	0	0	0	0.416593	3.57225	1.57714	2.49934	0.38504	0.126708	0.393993	0.617543	1.63989
TE06658|TBL_comb48_EPIDRAFT_1010937	0	0	2.77758	4.04303	5.39991	0.194635	0.23191	0.855406	0.477087	3.53171	2.98412	0.764939	0.302016	0.196369	0.083722	0	0	0	0	0	0	0	0	0	1.60911	1.06467	0.141119	0.214744	0.742064	1.08126	0.327047	0.117491	0.0949634	0.0465529	0	0	0.760682	3.19308	0.841206	2.22978	0.281824	0.137077	0.500111	0.477721	1.24043
TE06658|TBL_comb48_EPIDRAFT_1011340	0	0.0468679	3.50778	4.9399	5.86272	0.376199	0.385089	1.20228	0.466925	2.64845	2.42049	0.340073	0.134703	0.234945	0.236613	0.0467183	0	0	0	0	0.0390946	0	0	0	1.2123	1.50411	0.21536	0.123403	1.19533	1.41878	0.541838	0.168342	0.174668	0	0	0	0.810675	3.62334	2.23035	1.89909	0.363595	0.256264	0.273059	0.708771	0.962819
TE06658|TBL_comb48_EPIDRAFT_1011528	0	0	2.62714	3.8031	4.61725	0.292553	0.399354	0.710563	0.559584	3.21369	2.23689	0.465501	0.232547	0.0709007	0.0875811	0	0.0382298	0	0	0	0	0	0	0	1.77906	1.26178	0.190125	0.303926	0.932839	1.35393	0.526852	0.0883441	0.104398	0	0	0	0.965589	2.73289	1.89264	2.21822	0.362125	0.0442804	0.328941	0.418825	1.62356
TE06658|TBL_comb48_EPIDRAFT_1011549	0	0.0619059	3.12341	3.98911	5.65393	0.124392	0.184509	1.32594	0.54985	3.02609	2.59502	0.515319	0.174114	0.246588	0.0485031	0	0	0	0	0	0	0	0.0487185	0	1.7362	2.04837	0.0563901	0.270414	0.749246	1.44767	0.520751	0.157054	0.143751	0	0	0	1.10386	4.34793	1.33094	2.07108	0.182512	0	0.532994	0.592541	0.916493
TE06658|TBL_comb48_EPIDRAFT_1011699	0	0	2.23911	3.26837	4.02713	0.309401	0.410598	0.875	0.423867	2.07622	1.95279	0.491163	0.130669	0.18893	0.131912	0.0440971	0	0	0	0	0	0	0	0	0.784282	1.7507	0.198087	0.101588	0.996019	0.878774	0.555243	0.117166	0.301966	0	0	0	0.414759	3.15786	1.28521	2.16526	0.216021	0.0643657	0.371669	0.625351	1.40005
TE06658|TBL_comb48_EPIDRAFT_1011931	0.0522953	0	2.73941	4.77413	5.10955	0.170627	0.386622	0.729384	0.514476	3.66319	2.74055	0.510633	0.110451	0.0621737	0.0488095	0	0	0	0	0	0	0	0	0.0454113	1.3218	1.01163	0.0545282	0.24822	1.09234	1.19184	0.943625	0.322243	0.282588	0	0	0	0.901519	4.32842	1.56229	2.96176	0.278121	0.035782	0.515202	0.524952	1.04794
TE06658|TBL_comb48_EPIDRAFT_1012643	0	0	3.01217	4.22506	5.08606	0.526538	0.259901	1.33358	0.258791	2.98616	2.29019	0.73644	0.133118	0.258296	0.321322	0	0	0	0	0	0	0	0.0434998	0	1.55836	1.32582	0.0465116	0.256067	0.657228	1.52486	0.717478	0.212798	0.304866	0	0	0	0.711986	3.70933	0.674194	2.57957	0.598068	0	0.373575	0.582093	1.20282
TE06658|TBL_comb48_EPIDRAFT_1012783	0	0	3.11846	5.12309	4.7982	0.109027	0.659845	0.597607	0.378277	3.82008	2.96023	0.741735	0.135716	0.338327	0.0501128	0	0	0	0	0	0	0	0	0	1.75368	0.968524	0.131953	0.129588	0.498372	1.02631	0.300375	0.23906	0.0550688	0	0	0	0.500874	3.6104	1.40756	1.88353	0.322846	0.114186	0.210697	0.554639	1.07066
TE06658|TBL_comb48_EPIDRAFT_1012896	0	0	2.91364	4.5724	6.42259	0.309884	0.375189	1.02841	0.62714	3.25729	2.54862	0.493233	0.206401	0.330312	0.17332	0	0	0	0.0587644	0	0	0	0	0	1.58698	1.44332	0.120724	0.109768	0.589394	1.09359	0.491418	0.316944	0.288995	0.0612708	0.0396665	0	0.626636	4.00403	1.34157	2.79864	0.335096	0.169432	0.460685	0.569592	1.37588
TE06658|TBL_comb48_EPIDRAFT_1012998	0	0.0459741	3.41144	4.63569	5.61025	0.323014	0.336288	0.783709	0.303268	3.5603	2.39571	0.245649	0.317778	0.374968	0.253242	0	0	0	0	0	0	0	0	0	1.30028	1.55894	0.211592	0.119331	0.73418	1.41853	0.507493	0.387719	0.221234	0	0	0	0.506714	3.39736	1.32343	1.47629	0.382062	0.141665	0.429876	0.56204	1.37725
TE06658|TBL_comb48_EPIDRAFT_1013402	0	0.0540962	3.63986	5.21315	5.4292	0.271239	0.130153	0.780368	0.756939	2.35801	2.50633	0.445391	0.335757	0.577432	0.14215	0	0	0	0	0.0449701	0	0	0.054103	0	1.38306	1.05476	0.0601192	0.322179	0.793391	1.61614	0.468661	0.200572	0.162549	0	0	0	0.618158	2.81943	1.59813	2.21709	0.479377	0	0.340431	0.484541	1.28379
TE06658|TBL_comb48_EPIDRAFT_1013926	0	0	2.61824	4.93604	6.7263	0.163309	0.284106	1.43427	0.39823	3.59995	2.18628	0.744863	0.40698	0.0563154	0.187887	0.0573265	0	0	0	0	0	0	0.0709125	0.0760548	1.64525	1.36812	0.231985	0.250201	1.02367	1.14602	0.505781	0.312382	0.341759	0	0.058681	0	0.817645	2.84233	0.911852	3.17557	0.591043	0.0725569	0.596779	0.779747	1.15178
TE06658|TBL_comb48_EPIDRAFT_1013942	0	0	2.33791	3.92066	5.92634	0.333602	0.0619635	0.868971	0.275362	3.67006	2.80101	0.809028	0.165771	0.249597	0.110722	0	0	0	0	0	0	0	0	0	1.28135	1.5666	0.458445	0.256307	0.369413	1.2408	0.658773	0.38414	0.243003	0	0	0	0.761943	2.52177	1.10221	2.65476	0.21766	0.0490354	0.426921	0.64086	1.51959
TE06658|TBL_comb48_EPIDRAFT_1013980	0	0	2.59838	4.00917	4.75424	0.259768	0.516268	1.0051	0.427226	2.94765	1.77483	0.307898	0.260975	0.165456	0.130435	0	0	0	0	0	0	0	0	0	1.42439	1.32167	0.201827	0.0677966	0.862888	1.56322	0.396277	0.184856	0	0.0393425	0	0	0.742803	3.11695	0.916959	1.66146	0.414582	0.121407	0.513601	0.587712	1.49395
TE06658|TBL_comb48_EPIDRAFT_1014532	0	0	3.29699	4.22145	4.95796	0.320713	0.407222	0.709767	0.363535	3.33278	3.33296	0.60979	0.404285	0.534186	0.156529	0	0	0	0	0	0	0	0	0	1.21365	1.98721	0.179067	0.273763	0.988846	0.825511	0.810479	0.355791	0.137681	0	0	0	0.349361	2.8544	1.73426	1.57262	0.177321	0.328524	0.506956	0.963252	1.06643
TE06658|TBL_comb48_EPIDRAFT_1014645	0	0	2.73625	3.61435	5.78627	0.269748	0.28787	0.745673	0.647371	2.49861	2.32109	0.282137	0.099944	0.136186	0.0634475	0.0505587	0	0	0	0	0	0	0	0	1.97627	1.41662	0.209218	0.0612416	0.649832	0.468056	0.370163	0.133053	0.327538	0	0.0572712	0	0.759228	3.29524	1.33885	2.44961	0.274608	0.0120045	0.68813	0.414286	1.23043
TE06658|TBL_comb48_EPIDRAFT_1015136	0	0	2.4422	3.73193	5.4164	0.20518	0.302326	0.936335	0.444987	2.57094	2.17291	0.72535	0.198159	0	0.0562446	0	0	0	0	0	0	0	0	0	1.41612	0.894797	0	0.0583166	0.59902	0.909272	0.579948	0.259856	0.103428	0	0	0	0.714737	2.91482	1.7302	2.22146	0.187877	0	0.370147	0.260432	1.40391
TE06658|TBL_comb48_EPIDRAFT_1015425	0	0	1.97776	4.49605	4.62343	0.336547	0.279802	0.905095	0.649169	2.80797	1.54192	0.4604	0.111241	0.211724	0.0828697	0	0	0	0	0	0.0813103	0	0	0	1.34847	1.50306	0.217885	0.282298	0.940884	0.742832	0.539631	0.235174	0.0655162	0.0376862	0	0	0.625255	3.01344	0.862906	1.61839	0.24147	0	0.407591	0.647385	1.02012
TE06658|TBL_comb48_EPIDRAFT_1015545	0	0	3.2056	3.769	4.86278	0.25265	0.302291	0.63527	0.613463	2.92111	2.92047	0.437427	0.160094	0.261905	0.113046	0	0	0	0	0	0	0	0	0.0801414	1.67136	1.34471	0.146213	0.209289	1.5292	1.36281	0.510024	0.229388	0.0527712	0	0	0	0.406526	3.93316	0.655863	2.61566	0.342152	0.0663146	0.365803	0.168139	1.25691
TE06658|TBL_comb48_EPIDRAFT_1015799	0	0	2.06037	4.74657	4.3571	0.266408	0.399107	0.866528	0.619416	2.72074	1.87263	0.408472	0.237925	0.0699821	0.0795455	0	0	0	0	0	0	0	0	0	1.38704	1.60638	0.160024	0.108398	1.18918	1.0272	0.479391	0.309666	0.201912	0	0.0577153	0	0.99732	3.03073	1.00388	2.26386	0.213818	0.0362663	0.375075	0.190334	0.523526
TE06658|TBL_comb48_EPIDRAFT_1016148	0	0	2.05087	4.33222	4.5114	0.141076	0.280861	0.51954	0.776024	2.39933	1.59553	0.607305	0.366454	0.210319	0.137153	0	0	0	0	0	0	0	0	0	1.35353	1.46067	0.137314	0.154173	1.06183	1.43417	0.47793	0.221952	0.153729	0	0.14142	0	0.738998	3.27242	1.547	2.1498	0.453718	0	0.565482	0.660383	0.972079
TE06658|TBL_comb48_EPIDRAFT_1016201	0	0	4.13126	5.43049	6.09994	0.319013	0.303951	1.00729	0.439477	3.58738	2.09952	0.561706	0.16078	0.168187	0.27306	0	0.0616982	0	0	0	0	0	0	0	1.3898	1.20663	0.072904	0.172141	0.799756	1.43116	0.528981	0.23309	0.0588774	0	0.147221	0	0.812652	2.54814	1.68415	1.60871	0.22354	0.0777171	0.53989	0.686167	1.04714
TE06658|TBL_comb48_EPIDRAFT_1017257	0	0	3.04376	4.6732	5.5183	0.475915	0.256246	1.03775	0.651923	4.72794	2.9232	0.341619	0.100449	0.290385	0.299742	0	0	0	0	0	0	0	0	0	1.32278	1.21488	0	0	0.970399	2.23696	0.515434	0.26975	0.0453376	0	0	0	0.497115	3.92839	1.11793	1.8803	0.521474	0.158989	0.267009	0.734425	1.11667
TE06658|TBL_comb48_EPIDRAFT_1017450	0	0	2.76599	4.21653	4.74895	0.144477	0.401939	1.24944	0.540252	4.22025	2.90068	0.567342	0.514082	0.551245	0.25203	0	0	0	0	0	0	0	0	0	2.44143	1.12035	0.302551	0.29098	1.14671	1.51909	0.445021	0.165857	0.0733052	0	0	0	0.515034	2.63848	1.77504	2	0.352409	0.160697	0.341858	0.637188	1.64145
TE06658|TBL_comb48_EPIDRAFT_1017582	0.0512322	0	2.24869	3.74119	4.44945	0.161122	0.149317	1.05036	0.726888	2.74188	2.52298	0.47411	0.302803	0.201172	0.206017	0	0	0	0	0	0	0	0	0	1.12248	1.45863	0.0744473	0.278971	0.951307	0.86854	0.550294	0.0958904	0.123775	0	0	0	0.461914	3.28669	1.31201	1.9133	0.500326	0.0441845	0.264342	0.902479	0.882487
TE06658|TBL_comb48_EPIDRAFT_1017848	0	0	2.81674	5.06178	5.64114	0.483328	0.277906	1.32062	0.909061	3.14657	2.69407	0.520144	0.223689	0.210544	0.0801059	0	0	0	0	0	0.126281	0	0	0	1.61065	0.693043	0.227048	0.0635914	1.91399	0.789474	0.420496	0.62859	0.128926	0.0736217	0	0	0.85173	3.74447	1.31682	1.45892	0.409555	0	0.295282	0.954771	1.0425
TE06658|TBL_comb48_EPIDRAFT_1018014	0	0	3.08244	5.89	6.31346	0.546302	0.391362	1.38786	0.337101	3.1429	3.15433	0.348645	0.180759	0.141622	0.0614562	0	0	0	0	0	0	0	0	0	1.38752	1.46008	0.159363	0.214761	0.710948	0.908971	0.609073	0.194204	0.143095	0	0	0	0.487699	2.59494	1.435	3.07723	0.208444	0.0862641	0.199734	0.683877	1.68684
TE06658|TBL_comb48_EPIDRAFT_1018107	0	0	3.57095	5.09916	6.09876	0.238701	0.217696	1.00333	0.828266	2.84205	2.44072	0.337097	0.229843	0.484798	0.386371	0	0	0	0	0	0	0	0.0409863	0	1.86696	1.8987	0.186854	0	0.788326	1.03679	0.180691	0.233679	0.456252	0	0	0	0.502506	3.14061	1.65427	1.93309	0.430003	0.229076	0.340582	0.94543	1.84397
TE06658|TBL_comb48_EPIDRAFT_1018220	0	0	3.10961	4.47524	5.75463	0.198586	0.641155	0.942005	0.483708	3.60637	2.43907	1.01102	0.20148	0.269399	0.396895	0	0	0	0	0	0	0	0	0.0676996	1.59102	1.92269	0.0540087	0.0849849	0.632041	1.56448	0.745871	0.273982	0.258173	0	0.0560243	0	0.702049	3.44463	1.54059	2.48537	0.0782667	0	0.324252	1.26153	1.6913
TE06658|TBL_comb48_EPIDRAFT_1018240	0	0	2.70503	5.44725	5.64096	0.551701	0.426268	0.969809	0.327059	3.73684	2.40494	0.255931	0.05621	0.599328	0.077001	0	0	0	0	0	0	0	0	0	1.95304	1.48907	0.133602	0.0568067	0.948363	0.75892	0.351433	0.547322	0.572007	0	0	0	1.48067	3.75042	1.61544	2.24874	0.334454	0.0573633	0.463817	0.857191	1.88538
TE06658|TBL_comb48_EPIDRAFT_1018372	0.0639731	0	2.89647	5.04644	5.08909	0.51355	0.231757	0.571862	0.542596	1.89514	3.24194	0.662634	0.453622	0.540906	0.140625	0	0	0	0	0	0	0	0.0643965	0	1.81579	0.754398	0.0928427	0.301555	0.917855	1.59524	0.444708	0.563008	0	0	0	0	0.483435	3.22527	1.48034	2.57211	0.460784	0.130229	0.36019	0.678523	1.72786
TE06658|TBL_comb48_EPIDRAFT_1018398	0	0	2.00476	4.59694	5.6169	0.543943	0.587479	1.01859	0.821199	2.85208	2.28475	0.765735	0	0.123264	0.0541	0	0	0	0	0	0	0	0.0898345	0	1.66982	2.1203	0.173487	0.204876	1.05814	1.62143	0.389059	0.0688836	0.392796	0	0	0	0.671182	3.64201	1.39491	2.23805	0.290891	0	1.07426	1.53478	1.61565
TE06658|TBL_comb48_EPIDRAFT_1018805	0	0	2.55209	3.10646	4.78653	0.131261	0.213572	0.780186	0.24888	2.92265	3.08702	0.375814	0.428029	0.295071	0.232075	0	0	0	0	0	0	0	0	0	1.13003	0.727492	0	0.14202	1.19142	1.33197	0.493255	0.447668	0.1477	0.0880829	0	0	0.446743	2.66356	1.16903	1.49914	0.235781	0.0557276	0.246117	0.404836	1.4302
TE06658|TBL_comb48_EPIDRAFT_1018973	0.067474	0	3.63259	4.70801	6.11177	0.302577	0.332639	0.921983	0.672689	3.47852	1.97859	0.783149	0.00904663	0.152536	0.302025	0	0	0	0	0	0	0	0	0	2.31033	1.32545	0	0.254343	1.32205	1.24742	0.842748	0.333565	0.0788006	0	0.0824022	0	0.66574	3.45265	1.55296	2.10404	0.456915	0.0624133	0.370564	0.700209	1.38534
TE06658|TBL_comb48_EPIDRAFT_1019142	0	0	2.94652	4.38159	4.84972	0.574087	0.320378	1.27797	0.820603	2.7369	2.32103	0.292131	0.258596	0.326209	0.417254	0	0.0908451	0	0	0	0	0	0	0	1.72448	1.37553	0.0878237	0.480028	1.34377	1.25122	0.373769	0.300913	0.0678622	0	0	0	0.770848	4.15274	1.18904	2.0614	0.286966	0.0608392	0.617895	0.754916	0.642256
TE06658|TBL_comb48_EPIDRAFT_1019249	0	0.101731	2.64404	4.21497	4.65115	0.267725	0.433697	1.23288	0.594157	4.39242	2.82686	0.809374	0.0838914	0.278423	0.103997	0	0.092324	0	0	0	0	0	0	0	1.98384	1.14864	0.0843585	0	0.861435	1.15462	0.394207	0.265961	0.179089	0	0.0629643	0	0.934178	2.73757	1.33533	1.52027	0.231257	0.102564	0.614029	0.94321	1.6994
TE06658|TBL_comb48_EPIDRAFT_1019607	0	0.063173	3.27838	4.39383	5.97097	0.397491	0.0900643	0.857959	0.426323	3.1209	2.91862	0.227079	0.327364	0.306152	0.0812365	0	0	0	0	0	0	0	0	0	0.893291	1.43379	0	0.15701	1.14332	1.4156	0.704953	0.0752688	0.0857861	0	0	0	0.876967	3.1767	1.18831	2.39506	0.222103	0	0.366762	0.641219	0.973534
TE06658|TBL_comb48_EPIDRAFT_1020821	0	0	2.5017	4.49718	6.30109	0.318028	0.188368	1.28925	0.193391	3.16361	1.86609	0.520328	0.050771	0.747277	0.0369951	0	0	0	0	0	0	0	0	0	1.58374	1.07253	0.063742	0.202403	1.17352	1.39896	0.650584	0.469703	0.54052	0	0	0	0.779947	3.32367	1.59586	1.86612	0.131055	0.0749344	0.201203	0.422281	1.0015
TE06658|TBL_comb48_EPIDRAFT_1021349	0	0.0724749	2.63889	3.86941	5.25597	0.259045	0.244052	1.04866	0.245392	2.62864	2.91342	0.191076	0.353462	0.0702765	0.115444	0	0.110425	0	0	0	0	0	0	0	1.25441	1.1741	0.0920245	0.213902	1.08449	1.3067	0.508096	0.158199	0.226291	0.0816012	0.0891892	0.0819165	1.15899	3.1428	0.589753	2.11731	0.223502	0	0.356538	0.522325	1.30069
TE06658|TBL_comb48_EPIDRAFT_1021737	0.0904503	0	3.4373	4.56729	5.905	0.181001	0.414263	1.2284	0.303432	2.93157	2.39427	0.374516	0.210938	0.372465	0.156863	0	0.0862745	0	0	0	0	0	0	0	1.51167	1.6534	0.250779	0.184477	0.847962	1.24498	0.661707	0.0539484	0.145262	0	0	0	0.871685	3.957	1.88067	2.75977	0.189158	0	0.589453	1.32056	1.17824
TE06658|TBL_comb48_EPIDRAFT_1022247	0	0	2.40984	3.81796	5.37455	0.274033	0.293042	0.547836	0.346598	2.54106	2.21177	0.526274	0.369868	0.192598	0.0152061	0	0.0760304	0	0	0	0	0	0	0	1.77888	1.99323	0.265395	0.0771986	0.764094	1.29681	0.558929	0.395293	0.188574	0	0	0	0.668524	2.52653	1.24072	2.24113	0.00557103	0	0.147469	0.841245	0.822125
TE06658|TBL_comb48_EPIDRAFT_1022302	0	0	3.06408	3.43982	4.84139	0.19177	0.334528	1.3499	0.442407	2.68892	2.12228	0.47131	0.0586826	0.0992427	0.0476954	0	0	0	0	0	0	0	0	0	0.735189	1.66454	0.194588	0.259466	1.11574	1.01895	0.494198	0.497803	0	0	0.0809619	0	0.581108	2.75989	1.30148	1.38962	0.0709446	0.15666	0.446707	0.370755	0.992826
TE06658|TBL_comb48_EPIDRAFT_1022349	0	0	3.51825	5.18622	6.86595	0.726691	0.375748	1.33174	0.443912	3.8842	2.60444	0.37931	0.358257	0.408782	0.036933	0	0	0	0	0	0	0	0	0	1.58264	1.99121	0.189717	0.649501	1.48335	1.47094	0.262926	0.189676	0.255311	0	0	0	0.58483	4.27451	1.30877	2.07677	0.304192	0.258065	0.647741	0.30012	2.05309
TE06658|TBL_comb48_EPIDRAFT_1022390	0	0.148936	3.30735	4.55435	5.50421	0.212826	0.329604	0.908656	0.722111	3.75169	2.70901	0.684796	0.362034	0.129548	0.118215	0	0	0	0	0	0	0	0	0	1.74511	1.14006	0.189222	0.541383	1.05504	2.08436	0.512646	0.107415	0.191891	0	0	0	0.858057	3.099	1.88809	2.46736	0.137145	0.206223	0.351221	0.733868	1.04438
TE06658|TBL_comb48_EPIDRAFT_1023230	0.109741	0	2.67455	4.61169	4.73416	0.332919	0.247627	1.02967	0.322181	2.75298	2.67282	0.589176	0.310302	0.345312	0	0	0	0	0	0	0	0	0	0	1.45735	0.830095	0.0346392	0.203635	0.94396	0.735787	0.961012	0.166874	0.24803	0	0	0	0.429161	3.01242	1.29175	2.27555	0.242049	0	0.170046	0.471222	1.69062
TE06658|TBL_comb48_EPIDRAFT_1023391	0	0	2.20694	4.08598	4.60342	0.333194	0.189526	0.717427	0.596506	2.44693	2.76301	0.542527	0.06375	0.137687	0.153556	0	0	0	0	0	0	0	0	0	1.3278	1.02248	0.194767	0.103577	0.837793	1.17298	0.358396	0.0921601	0.117794	0	0	0	0.910566	3.28232	2.00876	2.68625	0.499168	0	0.40125	0.667223	1.38519
TE06658|TBL_comb48_EPIDRAFT_1023411	0	0	2.97155	3.63409	4.85184	0.344741	0.3203	0.858804	0.905495	2.28921	2.65496	0.530578	0.149291	0.287261	0.0850084	0	0	0	0	0	0	0	0.188382	0	1.39244	1.70833	0.108894	0.106994	0.293724	1.13314	0.19398	0.133139	0.288043	0	0.0799832	0	0.723147	3.42237	1.73601	2.14846	0.0774355	0.0980066	0.368641	0.247078	1.19692
TE06658|TBL_comb48_EPIDRAFT_1023857	0	0	3.56109	5.13982	4.29766	0.492569	0.224291	1.27968	0.495553	3.02955	3.85162	0.751156	0.188375	0.408725	0.137196	0	0	0	0	0	0	0	0	0	1.89269	1.50276	0.0752643	0.321898	0.625798	1.49308	0.567418	0.312527	0.111442	0	0.0685982	0	0.702668	3.84713	2.60858	2.07976	0.325709	0.0980144	0.310564	0.501911	1.60144
TE06658|TBL_comb48_EPIDRAFT_1024476	0	0	2.98912	4.32363	6.50651	0.709635	0.577422	0.454663	0.665801	3.36281	2.94974	0.58677	0.0815265	0.215584	0	0	0.130662	0	0	0	0.0917391	0	0	0.0973067	2.33981	1.40121	0	0.190476	1.15187	1.40788	0.716087	0.335503	0.0756522	0	0	0	1.05541	2.47569	1.52215	1.70555	0.341558	0.0872193	0.194276	0.353299	1.21818
TE06658|TBL_comb48_EPIDRAFT_1024609	0	0	3.12073	3.28297	4.3534	0.465096	0.106957	0.710503	0.281984	3.19037	2.29231	0.287997	0.693112	0.222802	0	0	0	0	0	0	0	0	0	0	1.11068	1.19948	0.117289	0.233681	0.392388	1.58226	0.481643	0.493892	0.0791084	0	0	0	1.02654	3.86518	1.7393	2.26068	0.432115	0.333767	1.10898	0.448953	1.60313
TE06658|TBL_comb48_EPIDRAFT_1025574	0	0	2.64089	3.42438	4.09382	0.31484	0.329438	0.729475	0.309942	1.87853	2.14324	0.174476	0.439387	0.207377	0.123133	0	0	0	0	0	0.0772707	0	0	0	1.1162	0.830257	0.411316	0.2852	0.842153	1.33289	0.464076	0.225079	0	0	0	0	0.522267	2.65629	0.967494	2.60613	0.464238	0.110363	0.243804	0.495264	0.956365
TE06658|TBL_comb48_EPIDRAFT_1025648	0	0	2.47755	3.93255	4.57757	0	0.113565	1.08007	0.360848	3.12449	2.56063	0.534228	0.352011	0.406856	0.206083	0	0	0	0.0889088	0	0	0	0	0	0.921278	0.943115	0	0.119982	1.24218	1.1535	0.490711	0.221619	0.0770276	0	0	0	0.33604	3.79014	0.908103	2.784	0.254398	0	0.369182	0.633198	1.32025
TE06658|TBL_comb48_EPIDRAFT_1026111	0	0	3.25277	4.14134	6.48344	0.328887	0.415215	1.25709	0.481651	4.34598	3.3394	1.26661	0.408088	0.201376	0.076639	0	0	0	0	0	0	0	0	0	1.73559	1.74151	0.150183	0.197706	1.10101	1.4147	0.295392	0.432843	0.204608	0	0.125115	0	1.08073	4.84223	1.70304	2.04228	0.222477	0	0.723346	0.371205	1.18073
TE06658|TBL_comb48_EPIDRAFT_1026461	0	0	2.50444	4.52541	6.34327	0.265952	0.295592	1.39	0.839758	3.35261	3.01474	0.300783	0.427175	0.281003	0.192146	0	0	0	0	0	0	0	0	0	1.4868	0.535565	0.0987483	0.213655	0.597851	1.86357	1.12879	0.102934	0.388241	0	0	0	0.760334	3.18398	0.807459	2.73197	0.496516	0.141269	0.320149	0.724732	1.1189
TE06658|TBL_comb48_EPIDRAFT_1026794	0	0	3.86484	3.26368	5.20877	0.13902	0.33662	0.93627	0.56438	3.51639	3.19059	0.561044	0.0329567	0.229323	0.303217	0	0	0	0	0	0	0	0	0	2.32943	1.2841	0.244371	0.257519	0.955577	1.59712	1.13031	0.203582	0.100094	0	0	0	1.31579	3.81621	1.73679	1.66008	0.0803571	0	1.2307	0.403864	0.859492
