"","Verrucomicrobiales_2582580521","Verrucomicrobia_2582580523","Puniceicoccales_2582580524","Opitutae_2582580546","Verrucomicrobia_2582580559","Verrucomicrobiales_2582580573","Verrucomicrobiales_2582580593","Spartobacteria_2582580607"
"pfam03572",1,3,1,0,2,1,3,3
"pfam03573",0,0,0,0,0,0,0,0
"pfam03574",0,0,0,0,0,0,0,0
"pfam03575",0,0,0,0,0,0,1,0
"pfam03576",0,0,0,0,0,0,0,0
"pfam03577",0,0,0,0,0,0,0,0
"pfam03583",0,0,0,0,0,0,0,0
"pfam03586",0,0,0,0,0,0,0,0
"pfam03588",0,1,1,2,0,1,1,1
"pfam03590",0,0,0,0,0,0,0,0
"pfam03591",0,0,0,0,0,0,0,0
"pfam03592",0,0,0,0,0,0,0,0
"pfam03594",0,0,0,0,0,0,0,0
"pfam03595",0,0,0,0,0,0,0,0
"pfam03596",0,0,0,0,0,0,0,0
"pfam03597",0,0,0,0,0,0,0,0
"pfam03598",0,0,0,0,0,0,0,0
"pfam03599",0,0,0,0,0,0,0,0
"pfam03600",1,1,0,0,0,1,1,0
"pfam03601",0,0,0,0,0,0,1,0
"pfam03602",1,1,1,1,0,1,1,1
"pfam03603",0,0,0,0,0,0,0,0
"pfam03605",0,0,0,0,0,0,0,0
"pfam03606",0,0,0,0,0,0,0,0
"pfam03609",0,0,0,0,0,0,0,0
"pfam03610",0,0,0,0,0,0,0,0
"pfam03611",0,0,0,0,0,0,0,0
"pfam03613",0,0,0,0,0,0,0,0
"pfam03616",0,0,0,0,0,0,0,0
"pfam03618",0,0,0,0,0,0,0,0
"pfam03621",0,0,0,0,0,0,0,0
"pfam03625",0,0,0,0,0,0,0,0
"pfam03626",1,1,0,0,0,0,1,1
"pfam03629",5,0,7,7,0,0,2,5
"pfam03631",0,0,0,0,1,1,0,1
"pfam03632",0,0,0,0,0,0,0,0
"pfam03633",0,0,0,0,0,0,0,0
"pfam03636",0,0,0,0,0,0,0,0
"pfam03639",0,0,1,0,0,0,0,0
"pfam03640",0,0,0,0,0,0,0,0
"pfam03641",1,2,1,1,0,1,1,3
"pfam03646",0,0,0,0,0,0,0,0
"pfam03647",0,1,0,0,0,0,0,0
"pfam03648",0,0,0,0,0,0,0,0
"pfam03649",0,0,0,0,0,0,0,0
"pfam03652",1,1,1,1,0,1,1,1
"pfam03653",0,0,0,0,0,0,0,0
"pfam03658",0,0,0,0,0,0,0,0
"pfam03662",0,0,0,0,0,0,0,0
"pfam03663",1,0,0,0,0,0,0,0
"pfam03664",0,0,0,0,0,0,0,0
"pfam03668",0,0,0,0,0,0,0,0
"pfam03671",0,0,0,0,0,0,0,0
"pfam03672",0,0,0,0,0,0,0,0
"pfam03677",0,0,0,0,0,0,0,0
"pfam03682",0,0,0,0,0,0,0,0
"pfam03683",0,2,0,0,0,0,0,2
"pfam03687",0,0,0,0,0,0,0,0
"pfam03690",1,0,0,0,0,1,0,0
"pfam03692",2,1,0,0,2,1,1,3
"pfam03693",0,0,0,0,0,0,0,0
"pfam03695",0,0,0,0,0,0,0,0
"pfam03699",0,0,0,0,0,0,0,0
"pfam03702",0,0,0,0,0,0,0,0
"pfam03703",1,2,0,0,0,0,0,0
"pfam03704",0,0,0,0,0,0,0,0
"pfam03705",0,0,0,0,0,0,0,0
"pfam03706",0,0,0,0,0,0,1,1
"pfam03707",0,0,0,0,0,0,0,0
"pfam03709",0,0,0,0,0,0,0,0
"pfam03710",0,0,0,0,0,0,0,0
"pfam03711",0,0,0,0,0,0,0,0
"pfam03712",0,0,0,0,0,0,0,1
"pfam03713",0,0,0,0,0,0,0,0
"pfam03714",0,0,0,0,0,0,0,0
"pfam03717",3,1,2,2,2,3,2,3
"pfam03718",1,0,0,0,0,0,0,0
"pfam03719",0,1,1,0,1,1,1,0
"pfam03720",0,2,1,0,0,0,1,0
"pfam03721",0,2,1,0,0,0,1,0
"pfam03724",0,0,0,0,0,0,0,0
"pfam03725",1,1,1,1,1,2,2,2
"pfam03726",0,1,1,1,1,0,1,1
"pfam03727",0,0,0,0,0,0,0,0
"pfam03729",0,0,0,0,0,0,0,0
"pfam03733",0,0,0,0,0,0,0,0
"pfam03734",8,8,1,2,0,9,4,10
"pfam03735",0,0,0,0,0,0,0,0
"pfam03737",0,0,0,0,0,0,0,1
"pfam03738",0,0,0,0,0,0,0,0
"pfam03739",2,2,2,2,1,2,2,2
"pfam03740",1,1,1,1,0,1,1,2
"pfam03741",2,1,1,1,0,2,2,3
"pfam03742",0,0,0,0,0,0,0,0
"pfam03743",0,0,0,0,0,0,0,0
"pfam03745",0,0,0,0,0,0,0,1
"pfam03746",0,1,0,0,0,1,0,0
"pfam03747",1,2,0,1,0,1,1,0
"pfam03748",0,0,0,0,0,0,0,0
"pfam03749",0,0,0,0,0,0,0,0
"pfam03750",0,0,0,0,0,0,0,0
"pfam03755",2,1,1,1,1,1,0,1
"pfam03764",0,2,0,0,4,2,0,0
"pfam03767",0,0,0,0,0,0,0,0
"pfam03772",1,1,1,1,1,1,0,1
"pfam03773",3,1,0,0,1,1,1,1
"pfam03775",0,0,0,0,0,0,0,0
"pfam03776",0,0,0,0,0,0,0,0
"pfam03779",0,0,0,0,0,0,0,0
"pfam03780",0,0,0,0,0,0,0,0
"pfam03781",4,4,2,3,8,2,6,9
"pfam03782",0,0,0,0,0,0,0,0
"pfam03783",0,0,0,0,0,0,0,0
"pfam03785",0,0,0,0,0,0,0,0
"pfam03786",0,0,0,0,0,0,0,0
"pfam03787",0,0,0,0,0,0,0,0
"pfam03788",0,0,0,0,0,0,0,0
"pfam03793",0,0,0,0,0,0,0,0
"pfam03795",0,0,0,0,0,0,0,0
"pfam03796",1,1,1,1,1,1,1,1
"pfam03797",0,1,1,0,0,0,1,0
"pfam03798",0,0,0,0,0,0,0,0
"pfam03799",0,0,0,0,0,0,0,1
"pfam03802",0,0,0,0,0,0,0,0
"pfam03803",0,0,0,0,0,0,0,1
"pfam03806",0,0,0,0,0,0,0,0
"pfam03807",0,1,1,0,1,1,1,0
"pfam03808",0,1,0,0,1,0,1,1
"pfam03811",0,0,0,0,0,0,0,0
"pfam03812",0,0,0,0,0,0,0,0
"pfam03814",0,0,0,0,0,0,0,0
"pfam03816",0,0,0,0,0,0,0,0
"pfam03817",0,0,0,0,0,0,1,0
"pfam03818",0,0,0,0,0,0,1,0
"pfam03819",0,0,1,1,1,0,1,1
"pfam03824",0,0,0,0,0,0,0,0
"pfam03825",1,3,1,1,0,1,2,3
"pfam03830",0,0,0,0,0,0,0,0
"pfam03831",1,0,0,0,0,0,0,1
"pfam03837",0,0,0,0,0,0,0,0
"pfam03838",0,0,0,0,0,0,0,0
"pfam03840",1,0,1,1,1,1,1,1
"pfam03841",0,0,0,0,0,0,0,0
"pfam03843",0,0,0,0,0,0,0,0
"pfam03846",0,0,0,0,0,0,0,0
"pfam03848",0,0,0,0,0,0,0,0
"pfam03851",0,0,0,0,0,0,0,0
"pfam03852",0,0,1,1,0,0,0,1
"pfam03853",0,0,0,1,1,1,0,1
"pfam03860",0,0,0,0,0,0,0,0
"pfam03861",0,0,0,0,0,0,0,0
"pfam03864",0,0,0,0,0,0,0,0
"pfam03865",0,0,0,0,0,0,0,0
"pfam03869",0,0,0,0,0,0,0,0
"pfam03872",0,0,0,0,0,0,0,0
"pfam03880",0,1,0,0,0,0,1,1
"pfam03881",0,0,0,0,0,0,0,0
"pfam03883",0,0,0,0,0,0,0,0
"pfam03884",0,0,0,0,0,0,0,1
"pfam03885",0,0,0,0,0,0,0,0
"pfam03886",0,1,1,1,1,1,0,0
"pfam03888",0,0,0,0,0,0,0,0
"pfam03891",0,0,0,0,0,0,0,0
"pfam03892",0,0,0,0,0,0,0,0
"pfam03894",0,0,0,0,0,0,0,0
"pfam03895",0,0,0,0,0,0,0,0
"pfam03899",0,0,0,0,0,0,0,0
"pfam03900",0,1,0,0,0,0,0,1
"pfam03901",0,0,0,0,0,0,0,0
"pfam03912",0,0,0,0,0,0,0,0
"pfam03916",1,0,1,1,0,0,0,1
"pfam03918",0,0,0,0,0,0,0,0
"pfam03922",0,0,0,0,0,0,0,0
"pfam03923",0,0,0,0,0,0,0,0
"pfam03924",0,0,0,0,0,0,0,0
"pfam03925",0,0,0,0,0,0,0,0
"pfam03927",0,0,0,0,0,0,0,0
"pfam03928",0,1,0,0,0,0,0,1
"pfam03929",0,0,0,0,0,0,1,0
"pfam03932",1,0,1,0,0,0,0,0
"pfam03934",1,2,1,1,0,1,1,1
"pfam03937",0,0,0,0,0,0,0,0
"pfam03938",1,1,1,1,1,1,1,1
"pfam03942",0,0,0,0,0,0,0,0
"pfam03946",0,1,1,0,1,1,1,1
"pfam03947",0,1,1,0,1,1,0,0
"pfam03948",1,1,1,1,1,1,1,1
"pfam03949",0,0,0,0,1,0,0,0
"pfam03950",2,1,0,0,1,1,0,0
"pfam03951",1,1,0,0,0,1,0,1
"pfam03952",2,1,1,1,1,1,1,0
"pfam03956",0,0,0,0,0,0,0,0
"pfam03958",1,1,1,1,1,1,0,2
"pfam03959",0,0,0,0,0,0,0,0
"pfam03960",1,0,0,0,0,1,0,0
"pfam03961",0,0,0,0,0,0,0,0
"pfam03963",0,0,0,0,0,0,0,0
"pfam03965",1,0,0,0,0,1,2,2
"pfam03966",0,0,0,0,0,0,0,0
"pfam03967",0,0,0,0,0,0,0,0
"pfam03968",0,1,0,0,0,0,0,1
"pfam03969",0,0,0,0,0,0,0,0
"pfam03971",0,1,0,0,0,2,1,0
"pfam03972",0,0,0,0,0,0,0,0
"pfam03974",0,0,1,0,0,1,0,0
"pfam03975",0,0,0,0,0,0,0,0
"pfam03976",1,1,1,1,0,0,1,2
"pfam03977",0,0,0,0,1,0,0,0
"pfam03979",1,0,1,1,1,0,1,0
"pfam03981",0,0,0,0,0,0,0,0
"pfam03982",0,0,0,0,0,0,0,0
"pfam03983",1,1,0,0,0,1,2,0
"pfam03984",0,0,0,0,0,0,0,0
"pfam03988",0,0,0,0,0,0,0,0
"pfam03989",1,1,1,0,1,0,0,1
"pfam03990",0,0,0,0,0,0,0,0
"pfam03992",0,0,0,0,0,0,0,1
"pfam03993",0,0,0,0,0,0,0,0
"pfam03994",0,0,0,0,0,0,0,0
"pfam04002",0,1,1,1,0,2,1,1
"pfam04007",0,0,0,0,0,0,0,0
"pfam04008",0,0,0,0,0,0,0,0
"pfam04011",2,2,2,2,0,1,0,0
"pfam04012",0,0,0,0,0,0,0,0
"pfam04014",1,4,0,0,0,1,0,3
"pfam04015",0,0,1,1,1,0,0,1
"pfam04016",0,0,0,0,0,0,0,0
"pfam04018",0,0,0,0,0,0,0,0
"pfam04020",0,0,0,1,0,0,0,0
"pfam04023",0,1,1,1,2,1,1,2
"pfam04024",0,0,0,0,0,0,0,0
"pfam04025",0,0,0,0,0,0,0,0
"pfam04026",0,0,0,0,0,0,0,0
"pfam04028",1,0,1,1,0,1,1,0
"pfam04029",0,0,0,0,0,0,0,1
"pfam04030",0,0,0,0,0,0,0,0
"pfam04034",0,0,0,0,0,0,0,0
"pfam04039",0,0,0,0,0,0,0,0
"pfam04041",1,0,0,0,0,0,0,1
"pfam04052",0,0,0,0,0,0,0,0
"pfam04055",5,10,4,7,8,8,11,18
"pfam04060",0,0,0,0,0,0,0,0
"pfam04066",0,0,0,0,0,0,0,0
"pfam04069",0,0,0,0,0,0,0,0
"pfam04070",0,0,0,0,0,0,0,0
"pfam04072",0,0,0,0,0,0,0,0
"pfam04073",0,0,0,0,1,0,0,0
"pfam04074",0,0,1,1,1,0,0,0
"pfam04075",0,0,0,0,0,0,0,0
"pfam04077",0,0,0,0,0,0,0,0
"pfam04079",1,1,1,1,0,0,0,1
"pfam04080",0,0,0,0,0,0,0,0
"pfam04085",1,1,1,1,1,1,1,1
"pfam04087",0,0,0,0,0,0,0,0
"pfam04093",0,0,0,0,0,0,0,0
"pfam04095",0,0,0,0,0,0,0,0
"pfam04098",0,0,0,0,0,0,0,0
"pfam04101",1,1,2,2,1,0,1,1
"pfam04102",0,0,1,1,0,0,0,0
"pfam04107",0,0,0,0,0,0,0,0
"pfam04115",0,0,0,0,0,0,0,0
"pfam04116",1,1,1,2,0,0,1,0
"pfam04120",0,0,0,0,0,0,0,0
"pfam04126",0,0,0,0,0,0,0,0
"pfam04127",0,0,1,0,1,1,1,1
"pfam04131",0,0,0,0,0,0,0,0
"pfam04134",1,1,2,1,0,1,0,1
"pfam04138",0,0,0,0,0,0,1,0
"pfam04140",0,0,0,0,0,0,0,1
"pfam04143",0,0,3,0,0,0,0,0
"pfam04151",0,0,0,0,0,0,1,0
"pfam04165",0,0,0,0,0,0,0,0
"pfam04166",1,1,1,1,0,1,0,0
"pfam04167",0,0,0,0,0,0,0,0
"pfam04168",0,1,0,1,0,0,1,3
"pfam04170",0,0,0,0,0,0,0,0
"pfam04172",0,0,0,0,0,0,0,0
"pfam04173",0,0,0,0,0,0,0,0
"pfam04174",0,0,0,0,0,0,0,0
"pfam04185",0,0,1,0,0,0,0,1
"pfam04186",0,0,0,0,0,0,0,0
"pfam04187",0,0,0,0,0,0,0,0
"pfam04188",0,0,0,0,0,0,0,0
"pfam04190",0,0,0,0,0,0,0,0
"pfam04191",0,0,0,0,0,0,0,0
"pfam04193",0,0,0,0,0,0,0,0
"pfam04199",0,0,0,1,0,0,0,2
"pfam04203",0,0,0,0,0,0,0,0
"pfam04204",0,0,0,0,0,0,0,0
"pfam04205",0,0,1,1,1,0,0,0
"pfam04209",0,0,0,0,0,0,0,0
"pfam04214",0,0,0,0,0,0,0,0
"pfam04216",0,0,0,0,0,0,0,0
"pfam04218",0,0,0,0,0,0,0,0
"pfam04221",1,1,0,1,0,0,0,0
"pfam04223",0,0,0,0,0,0,0,0
"pfam04226",0,0,0,0,0,0,0,0
"pfam04227",0,0,0,0,0,0,0,0
"pfam04228",0,1,0,0,0,0,0,0
"pfam04229",0,0,0,0,0,0,0,0
"pfam04230",1,0,0,0,1,0,0,0
"pfam04231",0,0,0,0,0,0,0,0
"pfam04233",0,0,0,0,0,0,0,0
"pfam04234",0,0,0,0,0,0,0,0
"pfam04235",0,0,0,0,0,0,0,0
"pfam04237",0,0,0,0,0,0,1,0
"pfam04238",1,1,1,1,0,0,1,1
"pfam04239",0,0,1,0,0,0,0,0
"pfam04240",0,0,0,0,0,0,0,1
"pfam04241",0,0,1,2,0,0,1,1
"pfam04244",0,0,0,1,0,0,0,1
"pfam04245",0,0,0,0,0,0,1,0
"pfam04246",0,0,0,0,0,0,0,0
"pfam04247",0,0,0,0,0,0,0,0
"pfam04248",0,0,0,0,0,0,0,0
"pfam04250",0,0,0,0,0,0,0,0
"pfam04253",0,0,0,0,0,0,0,0
"pfam04254",0,0,0,0,0,0,0,0
"pfam04255",0,5,0,0,0,1,0,6
"pfam04257",0,0,0,0,0,0,0,0
"pfam04261",0,0,0,0,0,0,0,0
"pfam04262",0,0,0,0,0,0,0,0
"pfam04263",0,0,0,0,1,0,0,0
"pfam04264",1,0,0,0,0,0,1,0
"pfam04265",0,0,0,0,0,0,0,0
"pfam04266",0,0,0,0,0,0,0,0
"pfam04267",0,0,0,0,0,0,0,0
"pfam04268",0,0,0,0,0,0,0,0
"pfam04273",0,0,0,0,0,0,0,0
"pfam04277",0,0,0,0,0,0,0,0
"pfam04278",0,0,0,0,0,0,0,0
"pfam04279",0,0,0,0,0,0,0,0
"pfam04280",0,0,0,0,0,0,0,1
"pfam04282",0,0,0,0,0,0,0,0
"pfam04285",0,0,0,0,0,0,0,0
"pfam04286",0,0,0,0,0,0,0,0
"pfam04289",0,0,0,0,0,0,0,0
"pfam04290",0,0,0,0,0,0,0,0
"pfam04293",0,0,0,0,0,0,0,0
"pfam04294",0,0,0,0,0,0,0,0
"pfam04295",0,0,0,0,0,0,1,1
"pfam04296",0,0,0,0,0,0,0,0
"pfam04297",0,0,0,0,0,0,0,0
"pfam04298",1,0,1,1,1,1,2,0
"pfam04299",0,0,0,0,0,0,0,0
"pfam04301",0,0,0,0,0,0,0,0
"pfam04303",0,0,0,0,0,0,0,0
"pfam04304",0,0,0,0,0,0,0,0
"pfam04305",0,0,0,0,0,0,0,0
"pfam04306",0,1,0,0,0,1,1,0
"pfam04307",1,1,1,1,0,1,0,0
"pfam04308",0,0,0,0,0,0,0,0
"pfam04311",0,0,0,0,0,0,0,0
"pfam04313",0,2,0,0,0,0,0,0
"pfam04314",0,0,0,0,0,0,0,0
"pfam04316",0,0,0,0,0,0,0,0
"pfam04317",0,0,0,0,0,0,0,0
"pfam04319",0,0,0,0,0,0,0,0
"pfam04320",0,0,0,0,0,0,0,0
"pfam04321",0,0,2,1,0,1,0,1
"pfam04324",0,0,0,0,0,0,0,0
"pfam04325",0,0,0,0,0,0,0,0
"pfam04326",0,1,0,0,1,0,0,0
"pfam04327",0,0,0,0,0,0,0,0
"pfam04328",0,0,0,0,0,0,0,0
"pfam04332",0,0,0,0,0,0,0,0
"pfam04333",0,1,0,0,1,1,1,0
"pfam04335",0,0,0,0,0,0,0,0
"pfam04336",0,0,0,0,0,0,0,0
"pfam04337",0,0,0,0,0,0,0,0
"pfam04338",0,0,1,1,0,0,0,0
"pfam04339",0,0,0,0,0,0,0,0
"pfam04340",0,0,0,0,0,0,0,0
"pfam04341",0,1,0,0,0,1,1,1
"pfam04342",0,0,1,0,0,0,0,0
"pfam04343",0,0,0,0,0,0,0,0
"pfam04344",0,0,0,0,0,0,0,0
"pfam04345",0,0,0,0,0,0,0,0
"pfam04347",0,0,0,0,0,0,0,0
"pfam04348",0,0,0,0,0,0,0,0
"pfam04349",1,1,0,0,1,2,1,0
"pfam04350",0,0,0,0,0,0,0,0
"pfam04351",0,0,0,0,0,0,0,0
"pfam04352",0,0,0,0,0,0,0,0
"pfam04354",0,0,0,0,0,0,0,0
"pfam04355",0,0,0,0,0,0,0,0
"pfam04356",0,0,0,0,0,0,0,0
"pfam04357",0,0,0,0,0,1,0,1
"pfam04358",0,0,0,0,0,0,0,0
"pfam04359",0,0,0,0,0,0,0,0
"pfam04361",0,0,0,0,0,0,0,0
"pfam04362",0,0,0,0,0,0,0,0
"pfam04364",0,0,0,0,0,0,0,0
"pfam04365",1,1,0,0,0,1,1,0
"pfam04366",0,1,0,0,0,1,0,0
"pfam04367",0,1,1,1,0,0,0,0
"pfam04368",0,0,0,0,0,0,0,0
"pfam04371",1,0,1,1,1,0,1,0
"pfam04375",0,0,0,0,0,0,0,0
"pfam04376",0,0,0,0,0,0,0,1
"pfam04377",0,0,0,0,0,0,1,1
"pfam04378",0,0,0,0,0,0,0,0
"pfam04379",0,1,1,2,0,1,1,1
"pfam04380",0,0,0,0,0,0,0,0
"pfam04381",0,0,0,0,0,0,0,0
"pfam04383",0,0,0,0,0,0,0,0
"pfam04384",0,0,0,0,0,0,0,0
"pfam04386",0,0,0,0,0,0,0,0
"pfam04389",0,0,0,0,0,1,1,2
"pfam04390",0,1,0,1,0,1,0,1
"pfam04391",0,0,0,0,0,0,0,0
"pfam04392",0,0,0,0,0,0,0,0
"pfam04393",0,0,0,0,0,0,0,0
"pfam04397",1,0,0,0,0,0,0,0
"pfam04400",0,0,0,0,0,0,0,0
"pfam04402",1,1,1,0,0,0,0,0
"pfam04403",0,2,0,0,0,2,0,0
"pfam04404",0,0,0,0,0,0,0,0
"pfam04405",0,0,0,0,0,0,0,0
"pfam04406",0,0,0,0,0,0,0,0
"pfam04408",2,2,1,1,0,2,2,3
"pfam04411",0,0,0,0,0,0,0,0
"pfam04412",0,0,0,0,0,0,0,0
"pfam04413",0,1,1,1,0,1,0,1
"pfam04417",0,0,0,0,0,0,0,0
"pfam04422",0,0,0,0,0,0,0,0
"pfam04423",0,0,0,0,0,0,0,0
"pfam04430",0,0,0,0,0,0,0,0
"pfam04432",0,0,0,0,0,0,0,0
"pfam04434",0,0,0,0,0,1,1,1
"pfam04442",0,0,0,0,0,0,0,0
"pfam04443",0,0,0,0,0,0,0,0
"pfam04444",0,0,0,0,0,0,0,0
"pfam04445",0,0,0,0,0,0,0,0
"pfam04446",0,0,0,0,0,0,0,0
"pfam04447",0,0,0,0,0,0,0,0
"pfam04448",0,0,0,0,0,0,0,0
"pfam04450",1,0,1,0,0,0,0,0
"pfam04452",0,1,1,2,1,1,0,1
"pfam04453",0,1,0,0,1,0,0,1
"pfam04454",0,0,0,0,0,0,0,0
"pfam04455",0,0,0,0,0,0,0,0
"pfam04456",0,0,0,0,0,0,0,0
"pfam04459",0,0,0,0,0,0,0,0
"pfam04461",0,0,0,0,0,0,0,1
"pfam04463",0,0,0,0,1,0,0,0
"pfam04464",0,0,0,0,0,0,0,0
"pfam04465",0,0,0,0,0,0,0,0
"pfam04468",0,0,0,0,1,0,0,0
"pfam04471",1,0,0,0,0,0,0,1
"pfam04472",0,0,0,0,0,0,0,0
"pfam04474",0,0,0,0,0,0,0,0
"pfam04476",0,0,0,0,0,0,0,0
"pfam04480",0,0,0,0,0,0,0,0
"pfam04481",0,0,0,0,0,0,0,0
"pfam04483",0,0,0,0,0,0,0,0
"pfam04485",0,0,0,0,0,0,0,0
"pfam04488",0,0,0,1,0,0,0,0
"pfam04493",0,0,0,0,0,0,0,0
"pfam04494",0,0,0,0,0,0,0,0
"pfam04505",0,2,0,0,0,0,0,0
"pfam04509",0,0,0,0,0,0,0,0
"pfam04519",1,3,0,0,0,3,1,2
"pfam04525",0,0,0,0,0,0,0,0
"pfam04536",0,0,0,0,0,2,0,0
"pfam04539",1,0,3,2,1,1,2,2
"pfam04542",9,11,6,6,2,4,15,12
"pfam04545",2,0,2,2,1,2,2,4
"pfam04546",0,0,0,0,0,0,0,0
"pfam04551",0,2,0,2,1,1,0,1
"pfam04552",1,1,1,1,0,0,1,1
"pfam04555",0,0,0,0,0,0,0,0
"pfam04560",0,0,1,0,1,1,1,0
"pfam04561",0,0,2,0,1,1,1,1
"pfam04563",0,0,2,0,1,1,1,1
"pfam04565",0,0,2,0,1,1,1,1
"pfam04572",0,0,0,0,0,0,0,0
"pfam04577",0,0,0,0,0,0,0,0
"pfam04586",0,0,0,0,0,0,0,0
"pfam04588",0,0,0,0,0,0,0,0
"pfam04607",0,0,0,0,0,0,0,0
"pfam04608",0,0,1,1,1,0,0,0
"pfam04610",0,0,0,0,0,0,0,0
"pfam04612",0,0,0,0,0,0,0,0
"pfam04613",0,0,1,1,2,1,2,2
"pfam04616",2,0,0,0,0,0,0,0
"pfam04632",0,0,0,0,0,0,0,0
"pfam04654",0,0,0,0,0,0,0,0
"pfam04655",0,0,0,0,0,0,0,0
"pfam04657",0,0,0,0,0,0,0,0
"pfam04663",0,0,0,0,0,0,0,0
"pfam04674",0,0,0,0,0,0,0,0
"pfam04675",0,1,0,0,0,0,1,0
"pfam04679",0,1,0,0,0,0,1,0
"pfam04685",0,0,0,0,0,0,0,0
"pfam04703",0,0,0,0,0,0,0,0
"pfam04715",0,1,2,1,0,0,1,1
"pfam04724",0,0,0,0,0,0,0,0
"pfam04728",0,0,0,0,0,0,0,0
"pfam04733",0,0,0,0,0,0,0,0
"pfam04734",0,0,0,0,0,0,1,0
"pfam04738",0,0,0,0,0,0,0,0
"pfam04744",0,0,0,0,0,0,0,0
"pfam04748",0,0,0,0,0,0,0,0
"pfam04751",0,0,0,0,0,0,0,0
"pfam04752",0,0,0,0,0,0,0,0
"pfam04754",0,0,0,0,0,0,0,0
"pfam04755",0,0,0,0,0,0,0,0
"pfam04760",0,0,0,0,0,0,0,1
"pfam04762",0,0,0,0,0,0,0,0
"pfam04765",0,0,0,0,0,0,0,0
"pfam04773",0,1,1,1,0,0,1,3
"pfam04777",0,0,0,0,0,0,0,0
"pfam04784",0,0,0,0,0,0,0,0
"pfam04794",0,0,0,0,0,0,0,1
"pfam04800",0,0,0,0,0,0,0,0
"pfam04816",0,0,0,0,0,0,0,0
"pfam04820",1,1,0,0,0,0,2,2
"pfam04828",0,0,0,0,0,0,0,0
"pfam04831",0,0,0,0,0,0,0,0
"pfam04832",1,1,1,1,0,1,0,1
"pfam04839",0,0,0,0,0,0,0,0
"pfam04845",2,1,0,0,0,1,1,1
"pfam04851",2,6,1,1,0,5,2,4
"pfam04860",0,0,0,0,0,0,0,0
"pfam04862",0,0,0,0,0,0,0,0
"pfam04865",0,0,0,0,0,0,0,0
"pfam04879",0,0,0,0,0,0,2,1
"pfam04883",0,0,0,0,0,0,0,0
"pfam04891",0,0,0,0,0,0,0,0
"pfam04892",1,2,0,0,0,0,1,0
"pfam04893",0,0,0,0,0,0,0,0
"pfam04896",0,0,0,0,0,0,0,0
"pfam04898",2,1,1,0,1,1,0,1
"pfam04909",2,0,2,3,0,0,4,1
"pfam04914",0,0,0,0,0,0,0,1
"pfam04916",0,0,0,0,0,0,0,0
"pfam04918",0,0,0,0,0,0,0,1
"pfam04930",0,0,0,0,0,0,0,0
"pfam04932",0,1,0,0,2,1,1,2
"pfam04940",0,0,0,0,0,0,0,0
"pfam04945",0,0,0,0,0,1,0,0
"pfam04951",0,0,0,0,0,0,0,0
"pfam04952",1,0,0,0,1,0,2,1
"pfam04954",0,0,0,0,0,0,0,0
"pfam04955",0,0,0,0,0,0,0,1
"pfam04956",0,0,0,0,0,0,0,0
"pfam04958",0,0,0,0,0,0,0,0
"pfam04960",0,0,0,0,0,0,0,0
"pfam04961",0,0,0,0,0,0,0,0
"pfam04962",0,0,0,0,0,0,0,0
"pfam04963",1,1,1,1,0,1,2,1
"pfam04964",0,0,0,0,0,0,0,0
"pfam04965",0,0,0,0,0,0,0,0
"pfam04966",0,0,0,0,0,0,0,0
"pfam04970",0,0,0,0,0,0,0,0
"pfam04972",0,0,0,0,0,0,0,0
"pfam04973",1,0,0,0,0,0,0,0
"pfam04976",0,0,0,0,0,0,0,0
"pfam04977",1,1,1,1,0,0,1,0
"pfam04978",0,0,0,0,0,0,0,0
"pfam04982",0,0,1,0,0,1,0,0
"pfam04983",0,0,1,1,2,1,1,1
"pfam04984",0,0,0,0,0,0,0,0
"pfam04986",0,0,0,0,0,0,0,0
"pfam04989",0,0,0,0,0,0,0,1
"pfam04991",0,0,0,0,0,0,0,0
"pfam04993",0,0,0,0,0,0,0,1
"pfam04994",0,0,0,0,0,0,0,0
"pfam04995",0,0,0,0,0,0,0,0
"pfam04996",0,0,0,0,0,0,0,0
"pfam04997",0,0,1,1,1,1,1,1
"pfam04998",0,0,1,1,2,1,1,1
"pfam04999",0,0,0,0,0,0,0,0
"pfam05000",0,0,1,1,2,1,1,1
"pfam05005",0,0,0,0,0,0,0,0
"pfam05013",1,0,1,1,0,0,0,0
"pfam05014",0,0,0,0,0,0,0,0
"pfam05015",0,1,0,0,0,1,0,0
"pfam05016",0,10,0,0,0,0,1,12
"pfam05019",0,0,0,0,0,0,0,0
"pfam05023",0,0,0,0,0,0,0,0
"pfam05025",0,0,0,1,0,1,0,1
"pfam05035",0,0,0,0,0,0,0,0
"pfam05036",0,0,0,0,0,0,0,0
"pfam05039",0,0,0,0,0,0,0,0
"pfam05045",0,0,0,0,0,0,0,0
"pfam05048",0,0,0,0,0,0,0,0
"pfam05049",0,0,0,0,0,0,0,0
"pfam05050",1,1,1,1,0,0,1,3
"pfam05057",0,1,0,0,0,0,0,1
"pfam05063",0,0,0,0,0,0,0,0
"pfam05065",0,0,0,0,0,0,0,0
"pfam05066",0,0,0,0,0,0,0,0
"pfam05069",0,0,0,0,0,0,0,0
"pfam05071",0,0,0,0,0,0,0,0
"pfam05076",0,0,0,0,0,0,0,0
"pfam05082",0,0,0,0,0,0,0,0
"pfam05088",0,0,0,0,0,0,0,0
"pfam05089",0,0,0,0,0,0,0,0
"pfam05090",0,0,0,0,0,0,0,0
"pfam05096",1,0,0,0,0,0,0,0
"pfam05099",0,0,0,0,0,0,0,0
