"","Verrucomicrobiales_2582580521","Verrucomicrobia_2582580523","Puniceicoccales_2582580524","Opitutae_2582580546","Verrucomicrobia_2582580559","Verrucomicrobiales_2582580573","Verrucomicrobiales_2582580593","Spartobacteria_2582580607"
"K06981",0,0,0,0,0,0,0,0
"K06983",0,0,0,0,0,0,0,0
"K06985",0,0,0,0,0,0,0,0
"K06987",0,0,0,0,1,0,1,0
"K06988",0,0,0,0,0,0,0,0
"K06989",0,0,0,0,0,0,0,0
"K06990",0,0,0,0,0,0,0,0
"K06991",0,0,0,0,0,0,0,0
"K06992",0,0,0,0,0,0,0,0
"K06994",0,0,0,0,0,0,0,0
"K06995",0,0,0,0,0,0,0,0
"K06996",1,0,0,0,0,0,0,0
"K06997",1,1,1,1,1,1,0,1
"K06998",0,0,0,0,0,0,0,0
"K06999",0,0,0,0,0,0,0,0
"K07000",0,0,0,0,0,0,0,0
"K07001",0,0,0,0,0,0,0,0
"K07002",0,0,0,0,0,0,0,0
"K07003",0,0,0,0,1,0,0,0
"K07004",0,0,0,0,0,1,0,0
"K07005",0,0,0,0,0,0,0,0
"K07006",0,1,0,0,0,0,0,0
"K07007",1,1,1,1,0,1,0,2
"K07008",0,0,0,0,0,0,0,0
"K07009",0,0,0,0,0,0,0,0
"K07010",0,0,0,0,0,0,0,0
"K07011",0,0,0,0,0,0,0,0
"K07012",0,0,0,0,0,0,0,0
"K07013",0,0,0,0,0,0,0,0
"K07015",0,0,0,0,0,0,0,0
"K07016",0,0,0,0,0,0,0,0
"K07017",0,0,0,0,0,0,0,0
"K07018",0,0,0,0,0,0,0,0
"K07019",0,1,0,0,0,0,0,0
"K07020",0,0,0,0,0,0,0,0
"K07023",0,0,0,0,0,0,0,0
"K07024",1,1,0,0,0,0,0,1
"K07025",2,2,0,0,0,1,2,2
"K07026",0,0,0,0,0,0,0,0
"K07027",0,0,0,0,0,0,0,0
"K07028",0,0,0,0,0,0,0,0
"K07029",0,0,0,0,0,0,0,0
"K07030",0,0,0,0,0,0,0,0
"K07031",0,0,0,0,0,0,0,0
"K07032",0,0,0,0,0,0,0,0
"K07033",0,0,0,0,0,0,0,0
"K07034",0,0,0,0,0,0,0,0
"K07035",0,0,0,0,0,0,0,0
"K07037",1,1,0,0,0,0,0,1
"K07038",1,1,1,1,0,1,0,0
"K07039",0,0,0,0,0,0,0,0
"K07040",0,1,0,0,1,0,0,0
"K07042",1,0,1,1,0,0,0,1
"K07043",0,0,1,1,0,0,0,0
"K07044",0,0,0,0,0,0,0,0
"K07045",0,0,0,0,0,0,1,0
"K07046",2,0,1,2,0,0,0,0
"K07047",0,0,0,0,0,0,0,0
"K07048",0,0,0,0,0,0,0,0
"K07050",0,0,0,0,0,0,0,0
"K07051",1,0,2,1,0,1,0,1
"K07052",0,0,0,1,0,0,0,2
"K07053",0,0,0,0,1,0,0,1
"K07054",0,1,0,0,0,0,0,0
"K07056",0,1,1,1,0,1,0,2
"K07058",0,0,0,0,1,1,0,1
"K07059",0,0,0,0,0,0,0,0
"K07062",3,9,0,0,0,3,0,6
"K07063",0,0,0,0,0,0,0,0
"K07064",1,7,0,0,0,6,0,3
"K07065",0,1,0,0,0,0,0,0
"K07066",0,1,0,0,0,0,0,2
"K07067",0,0,0,0,0,0,0,0
"K07068",0,0,0,0,0,0,0,0
"K07071",1,3,1,1,0,2,1,2
"K07072",0,0,0,0,0,0,0,0
"K07074",0,0,0,0,0,0,0,0
"K07075",0,1,0,0,0,0,0,0
"K07076",0,0,0,0,0,0,0,0
"K07077",0,0,0,0,0,0,0,0
"K07078",0,0,0,0,0,0,0,0
"K07079",0,0,0,0,2,0,0,1
"K07080",0,0,0,0,0,0,0,0
"K07082",0,0,0,0,0,0,0,0
"K07085",0,0,0,0,0,0,0,0
"K07086",2,1,0,1,0,1,0,0
"K07088",1,1,1,0,2,1,1,2
"K07089",3,1,0,0,1,1,1,1
"K07090",2,2,2,0,1,3,2,3
"K07091",1,1,1,1,0,1,1,1
"K07092",0,0,0,0,0,0,0,0
"K07093",0,0,0,0,0,0,0,0
"K07094",0,0,0,0,0,0,0,0
"K07095",0,0,1,0,0,0,0,1
"K07096",0,0,0,0,0,0,0,0
"K07097",0,0,0,0,0,0,0,0
"K07098",0,0,1,1,1,0,0,2
"K07099",0,0,0,0,0,0,0,0
"K07100",0,0,0,0,0,0,0,0
"K07101",0,0,0,0,0,0,0,0
"K07102",0,1,0,0,0,1,1,2
"K07104",0,0,0,0,0,0,0,0
"K07106",0,0,0,0,0,0,2,0
"K07107",0,2,1,2,1,1,0,1
"K07108",0,0,0,0,0,0,0,0
"K07109",0,0,0,0,0,0,0,0
"K07110",0,0,0,0,0,0,0,0
"K07112",0,0,3,0,0,0,0,0
"K07113",0,0,0,0,0,0,0,0
"K07114",1,2,5,5,1,2,3,5
"K07115",0,0,0,0,0,0,0,0
"K07116",0,0,0,0,0,0,0,0
"K07117",1,1,0,1,0,1,0,1
"K07118",0,0,0,0,0,0,0,0
"K07119",0,0,0,0,0,0,0,0
"K07120",0,0,0,0,0,0,0,0
"K07121",0,0,0,0,0,0,0,0
"K07122",0,0,0,0,0,0,0,0
"K07123",0,0,0,0,0,0,0,0
"K07124",1,1,1,1,0,0,0,1
"K07126",0,0,0,3,0,2,1,4
"K07127",0,0,0,0,0,0,0,0
"K07130",0,0,0,1,0,0,0,2
"K07131",0,0,0,0,0,0,0,0
"K07132",0,0,0,0,0,0,0,0
"K07133",0,9,0,0,1,1,0,0
"K07136",0,0,0,0,0,0,0,0
"K07137",1,1,0,0,1,1,1,0
"K07138",0,0,0,0,0,0,0,0
"K07139",0,0,0,0,0,0,0,0
"K07140",0,0,0,0,0,0,0,0
"K07141",0,0,0,0,0,0,0,0
"K07146",0,0,2,1,0,0,0,0
"K07147",0,0,0,0,0,0,0,0
"K07148",0,0,0,0,0,0,0,0
"K07149",0,0,0,0,0,0,0,0
"K07150",0,0,0,0,0,0,0,0
"K07151",0,0,0,0,0,0,0,0
"K07152",0,0,1,2,0,0,0,2
"K07153",0,0,0,0,0,0,0,0
"K07154",1,5,0,0,0,0,0,0
"K07155",0,0,0,0,0,0,0,0
"K07156",0,0,0,0,0,0,0,0
"K07157",0,0,1,1,0,1,0,0
"K07159",0,0,0,0,0,0,0,0
"K07160",0,1,0,0,0,1,0,0
"K07161",0,0,0,0,0,0,0,0
"K07164",0,1,0,0,0,1,1,0
"K07165",0,0,0,0,0,0,0,0
"K07166",0,0,0,0,0,0,0,0
"K07167",0,0,0,0,0,0,0,0
"K07168",0,0,0,0,0,0,0,0
"K07170",0,0,0,0,0,0,0,0
"K07171",0,0,0,0,1,0,0,4
"K07172",0,0,0,0,0,0,0,1
"K07173",0,0,0,0,0,0,0,0
"K07175",1,1,1,1,0,0,0,1
"K07177",0,0,0,0,0,0,0,0
"K07178",0,0,0,0,0,0,0,0
"K07180",0,0,0,0,0,0,0,0
"K07181",0,0,0,0,0,0,0,0
"K07182",0,0,0,0,0,0,0,0
"K07183",0,0,0,0,0,0,0,0
"K07184",0,0,0,0,0,0,0,0
"K07185",1,0,1,1,0,0,0,0
"K07190",0,0,0,0,0,0,0,0
"K07192",0,0,0,0,1,0,0,0
"K07213",0,0,0,0,0,0,0,0
"K07214",0,0,1,1,0,0,0,2
"K07216",0,0,0,0,0,0,0,0
"K07218",1,0,0,0,0,0,0,0
"K07219",0,0,0,0,0,0,0,0
"K07220",1,0,1,1,0,0,1,0
"K07221",0,0,0,0,0,0,0,0
"K07222",0,0,0,0,0,0,0,0
"K07225",0,0,0,0,0,0,0,0
"K07226",0,0,0,0,0,0,0,0
"K07228",0,0,0,0,0,0,0,0
"K07230",0,0,0,0,0,0,0,0
"K07232",0,0,0,0,0,0,0,0
"K07234",0,0,0,0,0,0,0,0
"K07235",0,0,0,0,0,0,0,0
"K07236",0,0,0,0,0,0,0,0
"K07237",0,0,0,0,0,0,0,0
"K07238",0,0,0,0,0,0,0,0
"K07239",0,0,0,0,0,0,0,0
"K07240",0,1,1,0,2,0,0,0
"K07241",0,0,0,0,0,0,0,0
"K07242",0,0,0,0,0,0,0,0
"K07243",0,0,0,0,0,0,0,0
"K07244",0,0,0,0,0,0,0,0
"K07245",0,0,0,0,0,0,0,0
"K07246",0,0,0,0,0,0,0,0
"K07250",0,1,0,0,0,0,1,1
"K07253",0,0,0,0,0,0,0,0
"K07256",0,0,0,0,0,0,0,0
"K07257",0,0,0,0,0,0,0,0
"K07258",2,2,1,1,1,1,2,3
"K07259",0,0,0,0,0,0,0,0
"K07260",0,0,0,0,0,0,0,0
"K07261",0,0,0,0,0,0,0,0
"K07262",0,0,0,0,0,0,0,0
"K07263",2,2,1,1,0,3,2,2
"K07264",0,0,0,0,0,0,0,0
"K07265",0,0,0,0,0,0,0,0
"K07266",0,0,0,0,0,0,0,0
"K07267",0,0,0,0,0,0,0,0
"K07270",0,0,0,0,0,0,0,0
"K07271",0,0,0,0,0,0,0,0
"K07272",0,0,0,0,0,0,0,0
"K07273",0,0,0,0,0,0,0,0
"K07274",0,0,0,0,0,0,0,0
"K07275",0,0,0,0,0,0,0,0
"K07276",2,2,0,0,1,0,0,0
"K07277",1,2,1,1,0,1,1,1
"K07278",0,0,0,0,0,0,0,0
"K07282",0,0,0,0,0,0,1,0
"K07283",0,0,0,0,0,0,0,0
"K07284",0,0,0,0,0,0,0,0
"K07285",0,0,0,0,0,0,0,0
"K07286",0,0,0,0,0,0,0,0
"K07287",0,0,0,0,0,0,0,0
"K07288",0,0,0,0,0,0,0,0
"K07289",0,0,0,0,0,0,0,0
"K07290",0,0,0,0,0,0,0,0
"K07300",0,0,0,0,0,0,0,0
"K07301",1,0,0,0,0,1,0,0
"K07302",0,0,0,0,0,0,0,0
"K07303",0,0,0,0,0,0,0,0
"K07304",0,2,1,2,0,1,1,1
"K07305",0,1,1,0,0,1,0,1
"K07306",0,0,0,0,0,0,0,0
"K07307",0,0,0,0,0,0,0,0
"K07308",0,0,0,0,0,0,0,0
"K07313",0,0,0,0,0,0,0,0
"K07315",1,2,0,0,0,1,0,1
"K07316",0,3,0,0,0,0,0,1
"K07317",0,0,0,0,0,0,0,0
"K07318",0,0,0,0,0,0,0,0
"K07319",0,0,0,0,0,0,0,0
"K07320",0,0,1,0,0,0,0,0
"K07321",0,0,0,0,0,0,0,0
"K07322",0,0,0,0,0,0,0,0
"K07323",0,0,0,0,0,0,1,0
"K07334",0,0,0,0,0,1,0,0
"K07335",0,0,0,0,0,0,0,0
"K07336",0,0,0,0,0,0,0,0
"K07337",0,0,1,1,1,0,0,0
"K07338",0,0,0,0,0,0,0,0
"K07339",0,0,0,0,0,0,0,0
"K07340",0,0,0,0,0,0,0,0
"K07341",0,2,1,0,0,1,0,2
"K07343",0,0,0,0,0,0,0,1
"K07346",0,0,0,0,0,0,0,0
"K07347",0,0,0,0,0,0,0,0
"K07357",0,0,0,0,0,0,0,0
"K07376",0,0,0,0,0,0,0,0
"K07386",0,0,2,0,0,0,0,0
"K07390",1,0,0,0,0,1,0,1
"K07391",1,1,1,1,0,0,0,1
"K07393",0,0,0,0,0,0,0,0
"K07394",1,1,0,0,0,0,0,0
"K07395",0,0,0,0,0,0,0,0
"K07396",0,0,0,0,0,0,0,0
"K07397",0,1,0,0,0,0,0,0
"K07399",0,0,0,0,0,0,0,0
"K07400",0,0,0,0,0,0,0,0
"K07401",0,0,0,0,0,0,0,0
"K07402",0,0,0,0,0,0,0,0
"K07403",0,1,0,0,0,3,0,2
"K07404",1,1,1,2,1,2,1,1
"K07405",0,2,0,0,0,0,0,0
"K07406",0,0,0,0,1,0,0,0
"K07407",0,0,1,1,0,2,1,0
"K07442",0,0,0,0,0,0,0,0
"K07443",0,0,0,0,0,0,0,0
"K07444",0,0,0,0,0,0,0,0
"K07445",0,1,0,0,0,1,0,0
"K07446",0,0,0,0,0,0,0,0
"K07447",1,1,1,1,0,1,1,1
"K07448",1,0,0,0,0,0,0,0
"K07450",0,0,0,0,0,0,0,0
"K07451",0,0,0,0,1,0,0,0
"K07452",0,0,0,0,0,0,0,0
"K07454",0,1,0,0,0,0,0,0
"K07455",0,0,0,0,0,0,0,0
"K07456",0,0,0,0,0,0,0,0
"K07457",0,0,0,0,0,0,0,0
"K07458",0,1,1,1,0,0,0,1
"K07459",0,0,0,0,0,0,0,0
"K07460",1,1,1,0,0,1,1,1
"K07461",1,0,0,0,0,0,0,0
"K07462",1,1,2,0,0,1,1,1
"K07464",0,0,0,0,0,0,0,0
"K07465",0,0,0,0,0,0,0,0
"K07469",0,0,0,0,0,0,0,0
"K07473",0,1,0,1,0,0,0,0
"K07478",1,1,1,2,1,1,0,2
"K07480",0,0,0,0,0,0,0,0
"K07481",0,0,0,0,0,0,0,0
"K07482",0,0,0,0,0,0,0,0
"K07483",0,0,0,0,0,0,0,0
"K07484",0,1,0,0,0,0,0,1
"K07485",0,0,0,0,0,0,0,0
"K07486",0,0,0,0,0,0,0,0
"K07491",0,1,0,0,0,0,0,0
"K07492",0,0,0,0,0,0,0,0
"K07493",0,0,0,0,0,0,0,0
"K07494",0,0,0,0,0,0,0,0
"K07495",0,0,0,0,0,0,0,0
"K07496",0,0,0,0,0,0,0,0
"K07497",0,2,0,0,0,0,0,0
"K07498",0,0,0,0,0,0,0,0
"K07499",0,0,0,0,0,0,0,0
"K07501",0,0,0,0,1,0,0,0
"K07502",0,0,0,0,0,0,0,0
"K07503",0,0,0,0,0,0,0,0
"K07504",0,0,0,0,0,0,0,1
"K07506",0,0,0,0,0,0,0,1
"K07507",0,0,0,0,1,0,0,1
"K07508",0,0,0,0,0,0,0,0
"K07509",0,0,0,0,0,0,0,0
"K07511",0,0,0,0,0,0,0,0
"K07512",1,0,0,0,0,0,0,0
"K07514",0,0,0,0,0,0,0,0
"K07515",0,0,0,0,0,0,0,0
"K07516",0,0,0,0,0,0,0,0
"K07533",0,0,0,0,0,0,0,0
"K07534",0,0,0,0,0,0,0,0
"K07535",0,0,0,0,0,0,0,0
"K07536",0,0,0,0,0,0,0,0
"K07537",0,0,0,0,0,0,0,0
"K07538",0,0,0,0,0,0,0,0
"K07539",0,0,0,0,0,0,0,0
"K07550",0,0,0,0,0,0,0,0
"K07552",0,0,0,0,0,0,0,0
"K07560",0,1,1,1,1,1,1,0
"K07566",0,1,1,1,0,1,0,1
"K07568",1,0,2,1,1,1,0,1
"K07570",0,0,0,0,0,0,0,0
"K07571",0,0,0,0,0,0,0,0
"K07574",0,0,0,1,0,0,0,1
"K07576",1,1,0,0,0,0,0,0
"K07577",1,0,0,0,0,0,0,1
"K07583",0,0,0,0,0,0,0,0
"K07584",0,0,0,0,0,0,0,0
"K07586",0,0,0,0,0,0,0,0
"K07588",0,0,0,0,0,0,0,0
"K07589",0,0,0,0,0,0,0,0
"K07636",1,1,1,1,0,1,0,1
"K07637",0,0,0,0,0,0,0,0
"K07638",0,0,0,0,0,0,0,0
"K07639",0,0,0,0,0,0,0,0
"K07640",0,0,0,0,0,0,0,0
"K07641",2,0,0,0,0,0,1,0
"K07642",0,0,0,0,0,0,0,1
"K07644",0,0,0,0,0,0,0,0
"K07645",0,0,0,0,0,0,0,0
"K07646",0,0,0,0,0,0,0,0
"K07647",0,0,0,0,0,0,0,0
"K07649",0,0,0,0,0,0,0,0
"K07651",0,0,0,0,0,0,0,0
"K07652",0,0,0,0,0,0,0,0
"K07653",0,0,0,0,0,0,0,0
"K07654",0,0,0,0,0,0,0,0
"K07657",1,1,1,1,0,1,2,4
"K07658",0,0,0,0,0,0,0,0
"K07659",0,0,0,0,0,0,0,0
"K07660",0,0,0,0,0,0,0,0
"K07661",0,0,0,0,0,0,0,0
"K07662",0,0,0,0,0,0,0,1
"K07663",2,0,0,0,0,0,0,0
"K07664",0,0,0,0,0,0,0,0
"K07665",0,0,0,0,0,0,0,0
"K07666",0,0,0,0,0,0,0,0
"K07667",0,0,0,0,0,0,0,0
"K07668",0,0,0,0,0,0,0,0
"K07669",0,0,0,0,0,0,0,0
"K07670",0,0,0,0,0,0,0,0
"K07671",0,0,0,0,0,0,0,0
"K07673",0,0,0,0,0,0,0,0
"K07675",0,0,0,0,0,0,0,0
"K07678",0,0,0,0,0,0,0,0
"K07679",0,0,0,0,0,0,0,0
"K07680",0,0,0,0,0,0,0,0
"K07681",0,0,0,0,0,0,0,0
"K07684",0,0,0,0,0,0,0,0
"K07685",0,0,0,0,0,0,0,0
"K07688",0,0,0,0,0,0,0,0
"K07689",0,0,0,0,0,0,0,0
"K07690",0,0,0,0,0,0,0,0
"K07693",0,0,0,0,0,0,0,0
"K07695",0,0,0,0,0,0,0,0
"K07696",0,0,0,1,0,0,0,0
"K07705",0,0,0,0,0,0,0,0
"K07708",0,0,0,0,0,0,0,0
"K07709",0,0,0,0,0,0,0,0
"K07710",0,0,0,0,0,0,0,0
"K07711",0,0,0,0,0,0,0,0
"K07712",0,1,1,1,0,0,1,1
"K07713",0,0,0,0,0,0,1,2
"K07714",0,0,0,0,0,0,1,1
"K07715",0,0,0,0,0,0,0,0
"K07716",0,0,0,0,0,0,0,0
"K07718",0,0,0,0,0,0,0,0
"K07720",0,0,0,0,0,0,0,0
"K07722",1,0,0,0,0,0,0,0
"K07726",1,0,0,0,0,1,0,0
"K07727",0,0,0,1,0,0,0,0
"K07729",0,0,0,0,0,0,0,0
"K07732",0,0,0,0,0,0,0,0
"K07733",0,0,0,0,0,0,0,0
"K07734",0,0,0,0,0,0,0,0
"K07735",1,1,1,1,0,0,1,1
"K07736",0,0,0,0,0,0,0,0
"K07738",0,0,1,1,1,1,1,0
"K07739",0,0,0,0,0,0,0,0
"K07742",0,0,0,0,0,0,0,0
"K07743",0,0,0,0,0,0,0,0
"K07746",0,0,0,0,0,0,0,0
"K07749",0,0,0,0,0,0,0,0
"K07752",0,0,0,0,0,0,0,0
"K07753",0,0,0,0,0,0,0,0
"K07768",0,0,0,0,0,0,0,1
"K07769",0,0,0,0,0,0,0,0
"K07772",0,0,0,0,0,0,0,0
"K07774",0,0,0,0,0,0,0,0
"K07775",0,0,0,0,0,0,0,0
"K07776",0,0,0,0,1,0,0,0
"K07777",0,0,0,0,0,0,0,0
"K07778",0,0,0,0,0,0,0,0
"K07782",0,0,0,0,0,0,0,0
"K07783",0,0,0,0,0,0,0,0
"K07787",0,0,0,0,0,0,0,1
"K07788",0,0,0,0,0,0,0,1
"K07789",0,0,0,0,0,0,0,0
"K07790",0,0,0,0,0,0,0,0
"K07791",0,0,0,0,0,0,0,0
"K07792",0,0,0,0,0,0,0,0
"K07793",0,0,0,0,0,0,0,0
"K07794",0,0,0,0,0,0,0,0
"K07795",0,0,0,0,0,0,0,0
"K07798",0,0,0,0,0,0,0,1
"K07799",0,0,0,0,0,0,0,1
"K07803",0,0,0,0,0,0,0,0
"K07806",0,0,0,0,0,0,0,0
"K07807",0,0,0,0,0,0,0,0
"K07814",0,1,0,0,0,0,0,0
"K07823",0,0,0,0,0,0,0,0
"K07978",0,0,0,0,0,0,0,0
"K07979",0,0,0,0,0,0,0,0
"K08061",0,0,0,0,0,0,0,0
"K08062",0,0,0,0,0,0,0,0
"K08068",0,0,1,0,0,0,0,0
"K08070",0,0,0,0,0,0,0,0
"K08077",0,0,0,0,0,0,0,0
"K08081",0,0,0,0,0,0,0,0
"K08082",0,0,0,0,0,0,0,0
"K08083",0,0,0,0,0,0,0,0
"K08084",0,0,0,0,0,0,0,0
"K08086",0,0,0,0,0,0,0,0
"K08092",0,0,0,0,0,0,1,0
"K08093",0,0,0,1,0,0,0,0
"K08094",0,0,0,0,0,0,0,0
"K08095",0,0,0,0,0,0,0,0
"K08097",0,0,0,0,0,0,0,0
"K08100",0,0,0,0,0,0,0,0
"K08137",0,0,0,0,0,0,0,0
"K08138",0,0,0,0,0,0,0,0
"K08151",0,0,0,0,0,0,0,1
"K08153",0,0,0,0,0,0,0,0
"K08161",0,0,0,0,0,0,0,0
"K08166",0,0,0,0,0,0,0,0
"K08167",0,0,0,0,0,0,0,0
"K08169",0,0,0,0,0,0,0,0
"K08170",0,0,0,0,0,0,0,0
"K08177",2,0,0,0,1,0,0,0
"K08178",0,0,0,0,0,0,0,0
"K08191",1,0,1,1,0,0,1,2
"K08193",0,0,0,0,0,0,0,0
"K08194",0,0,0,0,0,0,0,0
"K08195",0,0,0,0,0,0,0,0
"K08196",0,0,0,0,0,0,0,0
"K08217",0,0,0,0,0,0,0,0
"K08218",0,0,0,0,0,0,0,0
"K08222",0,0,0,0,0,0,0,0
"K08223",0,0,0,0,0,0,0,0
"K08224",0,0,0,0,0,0,0,0
"K08226",0,0,0,0,0,0,0,0
"K08227",0,0,0,0,0,0,0,0
"K08234",0,0,0,0,0,0,0,0
"K08244",0,0,0,0,0,0,0,0
"K08252",0,0,0,0,0,0,0,0
"K08253",0,0,0,0,0,0,0,0
"K08256",0,0,0,0,0,0,0,0
"K08259",0,0,0,0,0,0,0,0
"K08261",0,0,0,0,0,0,0,0
"K08276",0,0,0,0,0,1,0,0
"K08279",0,0,0,0,0,0,0,0
"K08280",0,0,0,0,0,0,0,0
"K08281",0,0,0,0,0,0,0,0
"K08282",1,0,0,0,0,1,1,2
"K08286",0,0,0,0,0,0,0,0
"K08289",0,0,0,0,0,0,1,0
"K08295",0,0,0,0,0,0,0,0
"K08296",1,1,1,1,0,1,1,1
"K08299",0,0,0,0,0,0,0,0
"K08300",0,0,0,0,0,0,0,0
"K08301",1,1,2,1,1,1,1,1
"K08302",0,0,0,0,0,0,0,0
"K08303",1,1,1,0,2,0,1,1
"K08304",0,0,0,0,0,0,0,0
"K08305",0,0,0,0,0,0,0,0
"K08307",0,0,0,0,0,0,0,0
"K08309",0,0,0,0,0,0,0,1
"K08310",0,0,0,0,0,0,0,0
"K08311",1,0,0,0,0,0,1,1
"K08312",0,0,0,0,0,0,0,0
"K08313",0,0,0,0,0,0,0,0
"K08314",0,0,0,0,0,0,0,0
"K08316",1,1,1,1,0,1,1,0
"K08318",0,0,0,0,0,0,0,0
"K08319",0,0,0,0,0,0,0,0
"K08321",0,0,0,0,0,0,2,0
"K08322",0,0,0,0,0,0,0,0
"K08323",0,0,0,0,0,0,0,0
"K08325",0,0,0,0,0,0,0,0
"K08341",0,0,0,0,0,0,0,0
"K08344",0,0,0,0,0,0,0,0
"K08351",0,0,0,0,0,0,0,0
"K08352",0,0,0,0,0,0,0,0
"K08354",0,0,0,0,0,0,0,0
"K08356",0,0,0,0,0,0,0,0
"K08358",0,0,0,0,0,0,0,0
"K08363",0,0,0,0,0,0,0,0
"K08364",0,0,0,0,0,0,0,0
"K08368",0,0,0,0,0,0,0,0
"K08369",0,0,0,0,0,0,0,0
"K08372",0,0,0,0,0,0,0,0
"K08384",0,0,1,1,0,1,1,0
"K08479",0,0,0,0,0,0,0,0
"K08480",0,0,0,0,0,0,0,0
"K08481",0,0,0,0,0,0,0,0
"K08482",0,0,0,0,0,0,0,0
"K08483",1,1,1,1,1,1,0,1
"K08484",0,0,0,0,0,0,0,0
"K08485",0,0,0,0,0,0,0,0
"K08566",0,0,0,0,0,0,0,0
"K08589",0,0,0,0,0,0,0,0
"K08591",1,1,2,1,0,2,1,2
"K08602",0,0,0,0,0,0,0,1
"K08641",0,1,0,0,0,0,1,0
"K08646",0,0,0,0,0,0,0,0
"K08651",0,0,0,0,0,0,0,0
"K08676",0,0,0,0,0,0,0,1
"K08677",0,0,0,0,0,0,0,0
"K08678",0,0,0,0,0,0,0,0
"K08679",0,0,0,0,0,0,1,0
"K08680",1,1,1,1,0,1,0,0
"K08681",0,0,0,0,1,0,0,0
"K08685",0,0,0,0,0,0,0,0
"K08691",0,0,0,0,0,0,0,0
"K08692",0,0,0,0,0,0,0,0
"K08696",0,0,0,0,0,0,0,0
"K08697",0,0,0,0,0,0,0,0
"K08698",0,0,0,0,0,0,0,0
"K08699",0,0,0,0,0,0,0,0
"K08700",0,0,0,0,0,0,0,0
"K08714",0,0,0,0,0,0,0,0
"K08715",0,0,0,0,0,0,0,0
"K08717",0,0,0,0,0,0,0,0
"K08722",0,0,0,0,0,0,0,0
"K08723",0,0,0,0,0,0,0,0
"K08724",0,0,0,0,0,0,0,0
"K08738",1,1,1,1,0,0,1,0
"K08744",1,1,0,1,0,0,1,1
"K08770",1,0,0,0,0,0,0,0
"K08771",0,0,0,0,0,0,0,0
"K08776",0,0,0,0,0,0,0,0
"K08884",0,0,1,0,2,0,2,0
"K08900",0,0,0,0,0,0,0,0
"K08902",0,0,0,0,0,0,0,0
"K08903",0,0,0,0,0,0,0,0
"K08904",0,0,0,0,0,0,0,0
"K08906",0,0,0,0,0,0,0,0
"K08926",0,0,0,0,0,0,0,0
"K08927",0,0,0,0,0,0,0,0
"K08928",0,0,0,0,0,0,0,0
"K08929",0,0,0,0,0,0,0,0
"K08930",0,0,0,0,0,0,0,0
"K08939",0,0,0,0,0,0,0,0
"K08940",0,0,0,0,0,0,0,0
"K08941",0,0,0,0,0,0,0,0
"K08942",0,0,0,0,0,0,0,0
"K08943",0,0,0,0,0,0,0,0
"K08944",0,0,0,0,0,0,0,0
"K08945",0,0,0,0,0,0,0,0
"K08946",0,0,0,0,0,0,0,0
"K08947",0,0,0,0,0,0,0,0
"K08949",0,0,0,0,0,0,0,0
"K08951",0,0,0,0,0,0,0,0
"K08952",0,0,0,0,0,0,0,0
"K08953",0,0,0,0,0,0,0,0
"K08954",0,0,0,0,0,0,0,0
"K08961",0,0,0,0,0,0,0,0
"K08963",0,0,0,0,0,0,2,2
"K08964",0,0,0,0,0,0,0,0
"K08965",0,0,0,0,0,0,0,0
"K08966",0,0,0,0,0,0,0,0
"K08967",0,0,0,0,0,0,0,0
"K08968",0,0,0,0,0,0,0,0
"K08970",0,0,0,1,0,0,0,0
"K08971",0,0,0,0,0,0,0,0
"K08972",0,0,0,0,0,0,0,0
"K08973",0,0,0,0,0,0,0,0
"K08974",0,0,0,0,0,0,0,0
"K08976",1,1,1,1,0,0,1,1
"K08977",0,0,0,0,0,0,0,0
"K08978",0,0,0,0,0,0,0,0
"K08981",0,0,0,0,0,0,0,0
"K08983",0,0,0,0,0,0,0,0
"K08984",0,1,0,0,0,1,0,0
"K08986",0,0,0,0,0,0,0,0
"K08987",0,0,0,0,0,0,0,0
"K08988",0,0,0,0,0,1,0,0
"K08989",0,0,0,0,0,0,0,0
"K08992",0,0,0,0,0,0,0,0
"K08994",0,0,0,0,0,0,0,0
"K08995",0,0,0,0,0,0,0,0
"K08996",0,0,0,0,0,0,0,0
"K08998",1,1,0,1,0,1,1,1
"K08999",0,1,1,1,0,1,1,1
"K09000",0,0,0,0,0,0,0,0
"K09001",0,0,0,0,0,0,0,0
"K09002",0,0,0,0,0,0,0,0
"K09004",0,0,0,0,0,0,0,0
"K09005",0,0,1,1,1,0,0,0
"K09007",1,0,2,0,0,1,1,1
"K09009",0,0,0,0,0,0,0,0
"K09011",0,0,0,0,0,0,0,0
"K09012",0,0,0,0,0,0,0,0
"K09013",0,1,0,1,0,1,0,1
"K09014",1,1,0,0,0,1,0,1
"K09015",1,1,1,1,0,1,0,1
"K09017",0,0,0,0,0,0,0,0
"K09018",0,0,0,0,0,0,0,0
"K09019",0,0,0,0,0,0,0,0
"K09022",0,0,0,0,0,0,0,0
"K09024",0,0,0,0,0,0,0,0
"K09065",0,0,0,0,0,0,0,0
"K09116",0,0,0,0,0,0,0,0
"K09117",1,0,0,0,0,0,0,1
"K09118",0,0,0,0,0,0,0,0
"K09121",0,0,0,0,1,0,0,2
"K09122",0,0,0,0,0,0,0,0
"K09123",0,0,0,0,0,0,0,0
"K09124",0,0,0,0,0,0,0,1
"K09125",0,0,1,1,0,0,0,0
"K09127",0,0,0,0,0,0,0,0
"K09128",0,0,0,0,0,0,0,0
"K09129",0,0,0,0,0,0,0,0
